order_item_id,order_id,menu_item_id,quantity,unit_price,discount_amount,line_total,quarantine_reason
7143,715,148,3,540.93,0.0,-1622.79,"Invalid order item key, quantity, price, discount, or line total"
8820,882,22,1,845.44,0.0,-845.44,"Invalid order item key, quantity, price, discount, or line total"
9139,914,105,2,1114.76,0.0,-2229.52,"Invalid order item key, quantity, price, discount, or line total"
9612,962,57,2,641.05,0.0,-1282.1,"Invalid order item key, quantity, price, discount, or line total"
10415,1042,78,0,425.07,0.0,850.14,"Invalid order item key, quantity, price, discount, or line total"
10467,1047,80,2,277.42,0.0,-554.84,"Invalid order item key, quantity, price, discount, or line total"
10652,1066,135,0,726.23,0.0,726.23,"Invalid order item key, quantity, price, discount, or line total"
11047,1105,136,0,961.9,0.0,961.9,"Invalid order item key, quantity, price, discount, or line total"
11313,1132,28,0,743.6,0.0,743.6,"Invalid order item key, quantity, price, discount, or line total"
12154,1216,117,0,847.76,0.0,847.76,"Invalid order item key, quantity, price, discount, or line total"
12473,1248,105,1,1080.89,0.0,-1080.89,"Invalid order item key, quantity, price, discount, or line total"
12880,1288,139,0,236.23,0.0,708.69,"Invalid order item key, quantity, price, discount, or line total"
12891,1290,32,2,1688.12,0.0,-3376.24,"Invalid order item key, quantity, price, discount, or line total"
13488,1349,89,0,432.55,0.0,865.1,"Invalid order item key, quantity, price, discount, or line total"
13576,1358,30,0,462.07,0.0,462.07,"Invalid order item key, quantity, price, discount, or line total"
13617,1362,90,2,352.98,0.0,-705.96,"Invalid order item key, quantity, price, discount, or line total"
13678,1368,80,0,279.06,0.0,279.06,"Invalid order item key, quantity, price, discount, or line total"
13798,1380,38,0,645.79,0.0,645.79,"Invalid order item key, quantity, price, discount, or line total"
15021,1503,78,0,423.63,0.0,423.63,"Invalid order item key, quantity, price, discount, or line total"
15090,1509,78,2,389.38,0.0,-778.76,"Invalid order item key, quantity, price, discount, or line total"
15480,1548,25,0,1739.26,0.0,1739.26,"Invalid order item key, quantity, price, discount, or line total"
15754,1576,19,0,313.5,0.0,627.0,"Invalid order item key, quantity, price, discount, or line total"
15824,1583,133,0,934.2,0.0,1868.4,"Invalid order item key, quantity, price, discount, or line total"
15898,1590,9,1,374.94,0.0,-374.94,"Invalid order item key, quantity, price, discount, or line total"
16588,1659,84,2,733.14,0.0,-1466.28,"Invalid order item key, quantity, price, discount, or line total"
16873,1688,133,1,910.23,0.0,-910.23,"Invalid order item key, quantity, price, discount, or line total"
17995,1800,43,2,744.33,0.0,-1488.66,"Invalid order item key, quantity, price, discount, or line total"
19273,1928,58,1,555.76,0.0,-555.76,"Invalid order item key, quantity, price, discount, or line total"
20251,2026,71,0,942.2,0.0,942.2,"Invalid order item key, quantity, price, discount, or line total"
20289,2029,117,0,856.46,0.0,856.46,"Invalid order item key, quantity, price, discount, or line total"
20754,2076,45,3,589.77,0.0,-1769.31,"Invalid order item key, quantity, price, discount, or line total"
20911,2092,131,1,638.11,0.0,-638.11,"Invalid order item key, quantity, price, discount, or line total"
21119,2112,93,0,876.41,0.0,2629.23,"Invalid order item key, quantity, price, discount, or line total"
22144,2215,122,0,1558.08,0.0,1558.08,"Invalid order item key, quantity, price, discount, or line total"
22386,2239,16,0,974.47,0.0,974.47,"Invalid order item key, quantity, price, discount, or line total"
22802,2281,62,0,1249.26,0.0,1249.26,"Invalid order item key, quantity, price, discount, or line total"
22920,2292,49,1,484.39,0.0,-484.39,"Invalid order item key, quantity, price, discount, or line total"
23442,2345,29,0,146.95,0.0,293.9,"Invalid order item key, quantity, price, discount, or line total"
23877,2388,19,0,313.7,0.0,313.7,"Invalid order item key, quantity, price, discount, or line total"
24079,2408,10,1,364.05,0.0,-364.05,"Invalid order item key, quantity, price, discount, or line total"
26208,2621,104,0,381.54,0.0,763.08,"Invalid order item key, quantity, price, discount, or line total"
26296,2630,26,1,1090.04,0.0,-1090.04,"Invalid order item key, quantity, price, discount, or line total"
26582,2659,36,0,920.62,0.0,920.62,"Invalid order item key, quantity, price, discount, or line total"
26712,2672,114,1,877.03,0.0,-877.03,"Invalid order item key, quantity, price, discount, or line total"
26727,2673,144,1,432.77,0.0,-432.77,"Invalid order item key, quantity, price, discount, or line total"
27528,2753,94,0,758.9,0.0,758.9,"Invalid order item key, quantity, price, discount, or line total"
27825,2783,7,0,1047.22,0.0,3141.66,"Invalid order item key, quantity, price, discount, or line total"
27971,2798,1,2,909.02,0.0,-1818.04,"Invalid order item key, quantity, price, discount, or line total"
29115,2912,29,1,145.34,0.0,-145.34,"Invalid order item key, quantity, price, discount, or line total"
29243,2925,103,0,816.13,0.0,1632.26,"Invalid order item key, quantity, price, discount, or line total"
30335,3034,123,1,759.11,0.0,-759.11,"Invalid order item key, quantity, price, discount, or line total"
31773,3178,9,2,365.09,0.0,-730.18,"Invalid order item key, quantity, price, discount, or line total"
32452,3246,53,0,472.13,0.0,472.13,"Invalid order item key, quantity, price, discount, or line total"
32533,3254,26,0,1087.5,0.0,1087.5,"Invalid order item key, quantity, price, discount, or line total"
34065,3407,6,2,795.19,0.0,-1590.38,"Invalid order item key, quantity, price, discount, or line total"
34423,3443,133,0,883.1,0.0,1766.2,"Invalid order item key, quantity, price, discount, or line total"
35289,3529,120,0,535.43,0.0,535.43,"Invalid order item key, quantity, price, discount, or line total"
35307,3531,117,0,849.85,0.0,1699.7,"Invalid order item key, quantity, price, discount, or line total"
35385,3539,114,1,833.21,0.0,-833.21,"Invalid order item key, quantity, price, discount, or line total"
38334,3834,21,1,738.04,0.0,-738.04,"Invalid order item key, quantity, price, discount, or line total"
38431,3844,113,1,454.16,0.0,-454.16,"Invalid order item key, quantity, price, discount, or line total"
39237,3924,133,1,914.84,0.0,-914.84,"Invalid order item key, quantity, price, discount, or line total"
39799,3980,26,1,1065.06,0.0,-1065.06,"Invalid order item key, quantity, price, discount, or line total"
39890,3989,52,1,868.38,0.0,-868.38,"Invalid order item key, quantity, price, discount, or line total"
40009,4001,26,1,1096.48,0.0,-1096.48,"Invalid order item key, quantity, price, discount, or line total"
40309,4031,17,0,601.71,0.0,601.71,"Invalid order item key, quantity, price, discount, or line total"
40478,4048,17,2,566.83,0.0,-1133.66,"Invalid order item key, quantity, price, discount, or line total"
40615,4062,112,0,1792.8,0.0,3585.6,"Invalid order item key, quantity, price, discount, or line total"
40944,4095,45,0,630.99,0.0,2523.96,"Invalid order item key, quantity, price, discount, or line total"
40969,4097,75,0,696.38,0.0,696.38,"Invalid order item key, quantity, price, discount, or line total"
41309,4131,146,1,1216.13,0.0,-1216.13,"Invalid order item key, quantity, price, discount, or line total"
41918,4192,115,1,1565.76,0.0,-1565.76,"Invalid order item key, quantity, price, discount, or line total"
41978,4198,121,0,985.41,0.0,985.41,"Invalid order item key, quantity, price, discount, or line total"
42492,4250,139,1,237.47,0.0,-237.47,"Invalid order item key, quantity, price, discount, or line total"
42517,4252,58,0,572.46,0.0,572.46,"Invalid order item key, quantity, price, discount, or line total"
43062,4307,68,0,302.43,0.0,302.43,"Invalid order item key, quantity, price, discount, or line total"
43179,4318,113,0,453.3,0.0,453.3,"Invalid order item key, quantity, price, discount, or line total"
44073,4408,68,0,306.78,0.0,306.78,"Invalid order item key, quantity, price, discount, or line total"
44372,4438,80,0,281.37,0.0,281.37,"Invalid order item key, quantity, price, discount, or line total"
44662,4467,4,0,363.49,0.0,363.49,"Invalid order item key, quantity, price, discount, or line total"
45050,4505,22,1,900.04,0.0,-900.04,"Invalid order item key, quantity, price, discount, or line total"
45066,4507,82,0,1064.65,0.0,3193.95,"Invalid order item key, quantity, price, discount, or line total"
45314,4532,76,1,753.96,0.0,-753.96,"Invalid order item key, quantity, price, discount, or line total"
45829,4583,80,0,266.45,0.0,532.9,"Invalid order item key, quantity, price, discount, or line total"
45896,4590,44,2,737.49,0.0,-1474.98,"Invalid order item key, quantity, price, discount, or line total"
47001,4701,85,0,675.09,0.0,675.09,"Invalid order item key, quantity, price, discount, or line total"
47211,4722,64,0,404.55,0.0,404.55,"Invalid order item key, quantity, price, discount, or line total"
48498,4850,23,1,429.82,0.0,-429.82,"Invalid order item key, quantity, price, discount, or line total"
48683,4869,118,1,547.31,136.83,-547.31,"Invalid order item key, quantity, price, discount, or line total"
48743,4875,75,1,651.31,0.0,-651.31,"Invalid order item key, quantity, price, discount, or line total"
48965,4897,104,0,378.87,0.0,378.87,"Invalid order item key, quantity, price, discount, or line total"
49306,4931,140,1,277.63,0.0,-277.63,"Invalid order item key, quantity, price, discount, or line total"
49325,4933,19,1,311.43,0.0,-311.43,"Invalid order item key, quantity, price, discount, or line total"
50102,5011,119,0,247.86,0.0,495.72,"Invalid order item key, quantity, price, discount, or line total"
51267,5127,48,0,438.69,0.0,877.38,"Invalid order item key, quantity, price, discount, or line total"
51839,5184,35,0,780.47,0.0,780.47,"Invalid order item key, quantity, price, discount, or line total"
53168,5317,103,0,809.73,0.0,809.73,"Invalid order item key, quantity, price, discount, or line total"
53514,5352,69,0,267.74,0.0,267.74,"Invalid order item key, quantity, price, discount, or line total"
54015,5402,43,1,800.66,0.0,-800.66,"Invalid order item key, quantity, price, discount, or line total"
54019,5402,63,0,863.27,0.0,863.27,"Invalid order item key, quantity, price, discount, or line total"
54451,5446,72,0,730.77,0.0,1461.54,"Invalid order item key, quantity, price, discount, or line total"
55000,5500,127,1,736.46,0.0,-736.46,"Invalid order item key, quantity, price, discount, or line total"
55362,5537,93,0,880.71,0.0,880.71,"Invalid order item key, quantity, price, discount, or line total"
55702,5571,102,2,1614.86,968.92,-3229.72,"Invalid order item key, quantity, price, discount, or line total"
56317,5632,9,2,380.25,0.0,-760.5,"Invalid order item key, quantity, price, discount, or line total"
56675,5668,131,2,613.73,0.0,-1227.46,"Invalid order item key, quantity, price, discount, or line total"
57411,5742,98,0,679.88,0.0,1359.76,"Invalid order item key, quantity, price, discount, or line total"
57490,5749,140,0,285.37,0.0,570.74,"Invalid order item key, quantity, price, discount, or line total"
57563,5757,63,1,931.05,0.0,-931.05,"Invalid order item key, quantity, price, discount, or line total"
58603,5861,115,1,1432.01,0.0,-1432.01,"Invalid order item key, quantity, price, discount, or line total"
59017,5902,107,1,881.91,0.0,-881.91,"Invalid order item key, quantity, price, discount, or line total"
59761,5977,132,1,1857.3,0.0,-1857.3,"Invalid order item key, quantity, price, discount, or line total"
59772,5978,43,2,754.32,0.0,-1508.64,"Invalid order item key, quantity, price, discount, or line total"
59774,5978,43,0,785.68,0.0,785.68,"Invalid order item key, quantity, price, discount, or line total"
60577,6058,91,0,732.85,0.0,1465.7,"Invalid order item key, quantity, price, discount, or line total"
61337,6134,98,0,709.19,0.0,709.19,"Invalid order item key, quantity, price, discount, or line total"
62200,6220,44,1,741.89,0.0,-741.89,"Invalid order item key, quantity, price, discount, or line total"
62455,6246,10,1,366.31,0.0,-366.31,"Invalid order item key, quantity, price, discount, or line total"
62498,6250,62,1,1291.82,0.0,-1291.82,"Invalid order item key, quantity, price, discount, or line total"
62776,6278,71,0,904.13,0.0,904.13,"Invalid order item key, quantity, price, discount, or line total"
63519,6352,128,0,686.3,0.0,1372.6,"Invalid order item key, quantity, price, discount, or line total"
63747,6375,11,1,1139.96,0.0,-1139.96,"Invalid order item key, quantity, price, discount, or line total"
64434,6444,51,0,974.71,0.0,974.71,"Invalid order item key, quantity, price, discount, or line total"
66146,6615,133,0,931.58,0.0,3726.32,"Invalid order item key, quantity, price, discount, or line total"
66191,6620,84,0,791.75,0.0,791.75,"Invalid order item key, quantity, price, discount, or line total"
66647,6665,14,0,403.91,0.0,807.82,"Invalid order item key, quantity, price, discount, or line total"
66737,6674,133,3,895.71,0.0,-2687.13,"Invalid order item key, quantity, price, discount, or line total"
67784,6779,13,0,614.62,0.0,1229.24,"Invalid order item key, quantity, price, discount, or line total"
68172,6818,123,1,783.16,0.0,-783.16,"Invalid order item key, quantity, price, discount, or line total"
68540,6854,10,2,365.24,0.0,-730.48,"Invalid order item key, quantity, price, discount, or line total"
69079,6908,117,0,874.66,0.0,874.66,"Invalid order item key, quantity, price, discount, or line total"
69112,6912,132,1,1846.14,0.0,-1846.14,"Invalid order item key, quantity, price, discount, or line total"
69722,6973,125,1,1721.95,0.0,-1721.95,"Invalid order item key, quantity, price, discount, or line total"
69762,6977,10,0,358.81,0.0,717.62,"Invalid order item key, quantity, price, discount, or line total"
70134,7014,55,1,1823.19,0.0,-1823.19,"Invalid order item key, quantity, price, discount, or line total"
70363,7037,64,3,399.64,0.0,-1198.92,"Invalid order item key, quantity, price, discount, or line total"
70493,7050,118,0,557.26,0.0,557.26,"Invalid order item key, quantity, price, discount, or line total"
71913,7192,9,0,378.8,0.0,378.8,"Invalid order item key, quantity, price, discount, or line total"
73445,7345,117,0,844.23,0.0,844.23,"Invalid order item key, quantity, price, discount, or line total"
73758,7376,123,2,760.38,0.0,-1520.76,"Invalid order item key, quantity, price, discount, or line total"
74798,7480,114,0,853.03,0.0,853.03,"Invalid order item key, quantity, price, discount, or line total"
75643,7565,69,0,251.16,0.0,251.16,"Invalid order item key, quantity, price, discount, or line total"
75894,7590,98,1,694.19,0.0,-694.19,"Invalid order item key, quantity, price, discount, or line total"
76485,7649,145,2,858.11,0.0,-1716.22,"Invalid order item key, quantity, price, discount, or line total"
76944,7695,122,1,1525.79,0.0,-1525.79,"Invalid order item key, quantity, price, discount, or line total"
77132,7714,140,2,267.54,0.0,-535.08,"Invalid order item key, quantity, price, discount, or line total"
77427,7743,52,1,812.08,0.0,-812.08,"Invalid order item key, quantity, price, discount, or line total"
77558,7756,127,0,764.61,0.0,764.61,"Invalid order item key, quantity, price, discount, or line total"
77830,7783,54,0,347.35,0.0,347.35,"Invalid order item key, quantity, price, discount, or line total"
77955,7796,99,0,210.41,0.0,210.41,"Invalid order item key, quantity, price, discount, or line total"
78341,7835,19,0,304.2,0.0,304.2,"Invalid order item key, quantity, price, discount, or line total"
78780,7878,114,0,854.05,0.0,854.05,"Invalid order item key, quantity, price, discount, or line total"
78987,7899,44,1,694.82,0.0,-694.82,"Invalid order item key, quantity, price, discount, or line total"
80282,8029,146,0,1150.16,0.0,1150.16,"Invalid order item key, quantity, price, discount, or line total"
81051,8106,101,1,632.89,0.0,-632.89,"Invalid order item key, quantity, price, discount, or line total"
82929,8293,26,4,1003.43,0.0,-4013.72,"Invalid order item key, quantity, price, discount, or line total"
83031,8304,140,0,284.86,0.0,284.86,"Invalid order item key, quantity, price, discount, or line total"
83053,8306,10,0,362.72,0.0,725.44,"Invalid order item key, quantity, price, discount, or line total"
84135,8414,46,3,1282.86,0.0,-3848.58,"Invalid order item key, quantity, price, discount, or line total"
85645,8565,66,1,823.31,0.0,-823.31,"Invalid order item key, quantity, price, discount, or line total"
85743,8575,63,1,866.71,0.0,-866.71,"Invalid order item key, quantity, price, discount, or line total"
85850,8585,27,1,712.0,0.0,-712.0,"Invalid order item key, quantity, price, discount, or line total"
86563,8657,70,0,385.09,0.0,385.09,"Invalid order item key, quantity, price, discount, or line total"
86914,8692,82,1,979.6,0.0,-979.6,"Invalid order item key, quantity, price, discount, or line total"
87067,8707,97,0,822.34,0.0,1644.68,"Invalid order item key, quantity, price, discount, or line total"
87107,8711,135,0,710.19,0.0,710.19,"Invalid order item key, quantity, price, discount, or line total"
87330,8733,25,1,1664.67,0.0,-1664.67,"Invalid order item key, quantity, price, discount, or line total"
87657,8766,105,2,1114.22,0.0,-2228.44,"Invalid order item key, quantity, price, discount, or line total"
88448,8845,8,0,477.73,0.0,1433.19,"Invalid order item key, quantity, price, discount, or line total"
88806,8881,115,0,1567.9,0.0,3135.8,"Invalid order item key, quantity, price, discount, or line total"
89092,8910,45,2,601.05,0.0,-1202.1,"Invalid order item key, quantity, price, discount, or line total"
89336,8934,52,1,848.57,0.0,-848.57,"Invalid order item key, quantity, price, discount, or line total"
89950,8995,12,0,1448.17,0.0,2896.34,"Invalid order item key, quantity, price, discount, or line total"
90038,9004,6,1,790.8,0.0,-790.8,"Invalid order item key, quantity, price, discount, or line total"
90406,9041,36,1,931.31,0.0,-931.31,"Invalid order item key, quantity, price, discount, or line total"
90459,9046,133,1,929.42,0.0,-929.42,"Invalid order item key, quantity, price, discount, or line total"
90518,9052,71,0,903.05,0.0,903.05,"Invalid order item key, quantity, price, discount, or line total"
90606,9061,144,0,434.13,0.0,1302.39,"Invalid order item key, quantity, price, discount, or line total"
92244,9225,130,1,662.91,0.0,-662.91,"Invalid order item key, quantity, price, discount, or line total"
93631,9364,22,0,834.43,0.0,834.43,"Invalid order item key, quantity, price, discount, or line total"
94053,9406,22,1,852.86,0.0,-852.86,"Invalid order item key, quantity, price, discount, or line total"
97406,9741,67,0,1064.05,0.0,1064.05,"Invalid order item key, quantity, price, discount, or line total"
97471,9748,139,0,226.7,0.0,226.7,"Invalid order item key, quantity, price, discount, or line total"
97870,9787,62,4,1220.98,0.0,-4883.92,"Invalid order item key, quantity, price, discount, or line total"
98263,9827,140,0,293.44,0.0,293.44,"Invalid order item key, quantity, price, discount, or line total"
98511,9852,1,0,935.83,0.0,935.83,"Invalid order item key, quantity, price, discount, or line total"
98852,9886,148,1,585.48,0.0,-585.48,"Invalid order item key, quantity, price, discount, or line total"
99604,9961,1,1,957.19,0.0,-957.19,"Invalid order item key, quantity, price, discount, or line total"
100378,10038,119,0,235.41,0.0,706.23,"Invalid order item key, quantity, price, discount, or line total"
100668,10067,60,1,828.35,0.0,-828.35,"Invalid order item key, quantity, price, discount, or line total"
100792,10080,17,0,592.5,0.0,1777.5,"Invalid order item key, quantity, price, discount, or line total"
101180,10118,103,0,867.93,0.0,867.93,"Invalid order item key, quantity, price, discount, or line total"
101258,10126,95,0,1279.61,0.0,1279.61,"Invalid order item key, quantity, price, discount, or line total"
101624,10163,148,0,572.49,0.0,1144.98,"Invalid order item key, quantity, price, discount, or line total"
101879,10188,63,0,857.03,0.0,857.03,"Invalid order item key, quantity, price, discount, or line total"
102114,10212,82,0,1005.65,0.0,1005.65,"Invalid order item key, quantity, price, discount, or line total"
102308,10231,112,1,1824.44,0.0,-1824.44,"Invalid order item key, quantity, price, discount, or line total"
102363,10237,62,1,1249.69,0.0,-1249.69,"Invalid order item key, quantity, price, discount, or line total"
102550,10255,118,4,529.45,0.0,-2117.8,"Invalid order item key, quantity, price, discount, or line total"
102949,10295,114,0,866.05,0.0,866.05,"Invalid order item key, quantity, price, discount, or line total"
103246,10325,17,1,588.25,0.0,-588.25,"Invalid order item key, quantity, price, discount, or line total"
103526,10353,113,0,460.72,0.0,1382.16,"Invalid order item key, quantity, price, discount, or line total"
103760,10376,145,0,780.5,0.0,1561.0,"Invalid order item key, quantity, price, discount, or line total"
103781,10379,48,1,431.46,0.0,-431.46,"Invalid order item key, quantity, price, discount, or line total"
104829,10483,148,0,550.1,0.0,1100.2,"Invalid order item key, quantity, price, discount, or line total"
105083,10509,98,0,702.62,0.0,2107.86,"Invalid order item key, quantity, price, discount, or line total"
105268,10527,102,1,1597.63,0.0,-1597.63,"Invalid order item key, quantity, price, discount, or line total"
105674,10568,76,0,737.6,0.0,1475.2,"Invalid order item key, quantity, price, discount, or line total"
106103,10611,19,0,295.51,0.0,295.51,"Invalid order item key, quantity, price, discount, or line total"
107575,10758,46,2,1358.82,0.0,-2717.64,"Invalid order item key, quantity, price, discount, or line total"
108198,10820,115,0,1472.65,0.0,1472.65,"Invalid order item key, quantity, price, discount, or line total"
108314,10832,22,0,863.25,0.0,863.25,"Invalid order item key, quantity, price, discount, or line total"
109060,10906,2,1,1352.76,0.0,-1352.76,"Invalid order item key, quantity, price, discount, or line total"
112017,11202,108,0,688.1,0.0,2064.3,"Invalid order item key, quantity, price, discount, or line total"
113131,11314,21,0,772.97,0.0,772.97,"Invalid order item key, quantity, price, discount, or line total"
113212,11322,40,1,704.24,0.0,-704.24,"Invalid order item key, quantity, price, discount, or line total"
113459,11346,78,0,423.31,0.0,846.62,"Invalid order item key, quantity, price, discount, or line total"
114304,11431,115,3,1572.44,0.0,-4717.32,"Invalid order item key, quantity, price, discount, or line total"
114974,11498,14,0,426.77,0.0,426.77,"Invalid order item key, quantity, price, discount, or line total"
116299,11630,48,1,431.64,0.0,-431.64,"Invalid order item key, quantity, price, discount, or line total"
116782,11679,110,0,398.45,0.0,796.9,"Invalid order item key, quantity, price, discount, or line total"
117146,11715,9,0,374.86,0.0,374.86,"Invalid order item key, quantity, price, discount, or line total"
117669,11767,24,2,812.2,0.0,-1624.4,"Invalid order item key, quantity, price, discount, or line total"
117796,11780,22,1,895.91,0.0,-895.91,"Invalid order item key, quantity, price, discount, or line total"
118916,11892,113,2,492.52,0.0,-985.04,"Invalid order item key, quantity, price, discount, or line total"
119623,11963,140,0,277.77,0.0,555.54,"Invalid order item key, quantity, price, discount, or line total"
120193,12020,124,0,372.25,0.0,372.25,"Invalid order item key, quantity, price, discount, or line total"
120298,12030,45,0,629.15,0.0,629.15,"Invalid order item key, quantity, price, discount, or line total"
120811,12082,103,0,835.83,0.0,835.83,"Invalid order item key, quantity, price, discount, or line total"
120842,12085,74,0,443.28,0.0,443.28,"Invalid order item key, quantity, price, discount, or line total"
121029,12103,52,1,836.43,0.0,-836.43,"Invalid order item key, quantity, price, discount, or line total"
122231,12224,13,1,622.74,0.0,-622.74,"Invalid order item key, quantity, price, discount, or line total"
122580,12258,77,2,925.72,0.0,-1851.44,"Invalid order item key, quantity, price, discount, or line total"
122868,12287,140,2,268.36,0.0,-536.72,"Invalid order item key, quantity, price, discount, or line total"
123103,12311,76,0,778.76,0.0,778.76,"Invalid order item key, quantity, price, discount, or line total"
124047,12405,105,2,1106.58,0.0,-2213.16,"Invalid order item key, quantity, price, discount, or line total"
124218,12422,135,0,703.93,0.0,703.93,"Invalid order item key, quantity, price, discount, or line total"
124881,12489,22,0,883.43,0.0,1766.86,"Invalid order item key, quantity, price, discount, or line total"
125240,12524,80,0,288.67,0.0,866.01,"Invalid order item key, quantity, price, discount, or line total"
125378,12538,98,0,708.5,0.0,708.5,"Invalid order item key, quantity, price, discount, or line total"
125467,12547,143,1,638.64,0.0,-638.64,"Invalid order item key, quantity, price, discount, or line total"
125608,12561,1,0,889.5,0.0,889.5,"Invalid order item key, quantity, price, discount, or line total"
125717,12572,47,0,944.21,0.0,944.21,"Invalid order item key, quantity, price, discount, or line total"
125938,12594,66,0,752.28,150.46,752.28,"Invalid order item key, quantity, price, discount, or line total"
126634,12664,62,1,1333.24,0.0,-1333.24,"Invalid order item key, quantity, price, discount, or line total"
126899,12690,26,1,1019.97,0.0,-1019.97,"Invalid order item key, quantity, price, discount, or line total"
126987,12699,74,2,418.61,0.0,-837.22,"Invalid order item key, quantity, price, discount, or line total"
126988,12699,114,0,814.1,0.0,814.1,"Invalid order item key, quantity, price, discount, or line total"
127625,12763,111,0,563.85,0.0,1127.7,"Invalid order item key, quantity, price, discount, or line total"
128045,12805,23,1,434.28,0.0,-434.28,"Invalid order item key, quantity, price, discount, or line total"
128095,12810,106,4,711.2,853.44,-2844.8,"Invalid order item key, quantity, price, discount, or line total"
128106,12811,116,0,1100.78,0.0,1100.78,"Invalid order item key, quantity, price, discount, or line total"
128488,12849,24,2,788.21,0.0,-1576.42,"Invalid order item key, quantity, price, discount, or line total"
128995,12900,94,0,733.31,0.0,733.31,"Invalid order item key, quantity, price, discount, or line total"
129365,12937,36,2,881.54,0.0,-1763.08,"Invalid order item key, quantity, price, discount, or line total"
129426,12943,112,1,1682.19,0.0,-1682.19,"Invalid order item key, quantity, price, discount, or line total"
129523,12953,48,1,435.04,0.0,-435.04,"Invalid order item key, quantity, price, discount, or line total"
129616,12962,132,4,1831.16,0.0,-7324.64,"Invalid order item key, quantity, price, discount, or line total"
129644,12965,118,0,509.64,0.0,1019.28,"Invalid order item key, quantity, price, discount, or line total"
131347,13135,123,0,774.04,0.0,774.04,"Invalid order item key, quantity, price, discount, or line total"
133322,13333,36,0,961.38,0.0,961.38,"Invalid order item key, quantity, price, discount, or line total"
133986,13399,131,0,623.26,0.0,623.26,"Invalid order item key, quantity, price, discount, or line total"
135252,13526,150,3,665.98,0.0,-1997.94,"Invalid order item key, quantity, price, discount, or line total"
136285,13629,68,0,287.56,0.0,287.56,"Invalid order item key, quantity, price, discount, or line total"
137201,13721,44,0,744.08,0.0,744.08,"Invalid order item key, quantity, price, discount, or line total"
137321,13733,74,2,431.03,0.0,-862.06,"Invalid order item key, quantity, price, discount, or line total"
137517,13752,146,2,1195.09,0.0,-2390.18,"Invalid order item key, quantity, price, discount, or line total"
137639,13764,46,1,1292.89,0.0,-1292.89,"Invalid order item key, quantity, price, discount, or line total"
139340,13934,58,0,564.52,0.0,1129.04,"Invalid order item key, quantity, price, discount, or line total"
139367,13937,149,0,388.64,0.0,777.28,"Invalid order item key, quantity, price, discount, or line total"
139822,13983,75,1,675.69,0.0,-675.69,"Invalid order item key, quantity, price, discount, or line total"
141445,14145,13,1,633.32,0.0,-633.32,"Invalid order item key, quantity, price, discount, or line total"
141450,14145,133,1,933.95,0.0,-933.95,"Invalid order item key, quantity, price, discount, or line total"
141988,14199,108,1,696.98,0.0,-696.98,"Invalid order item key, quantity, price, discount, or line total"
142521,14253,112,0,1761.74,0.0,5285.22,"Invalid order item key, quantity, price, discount, or line total"
142707,14271,43,1,789.17,0.0,-789.17,"Invalid order item key, quantity, price, discount, or line total"
142901,14291,115,2,1449.59,724.79,-2899.18,"Invalid order item key, quantity, price, discount, or line total"
142971,14298,78,1,389.87,0.0,-389.87,"Invalid order item key, quantity, price, discount, or line total"
143502,14351,69,0,256.0,0.0,512.0,"Invalid order item key, quantity, price, discount, or line total"
143648,14365,26,1,1090.22,0.0,-1090.22,"Invalid order item key, quantity, price, discount, or line total"
144088,14409,76,1,737.56,0.0,-737.56,"Invalid order item key, quantity, price, discount, or line total"
144534,14454,146,0,1156.31,0.0,1156.31,"Invalid order item key, quantity, price, discount, or line total"
145243,14525,1,2,912.33,0.0,-1824.66,"Invalid order item key, quantity, price, discount, or line total"
145266,14527,115,2,1559.88,0.0,-3119.76,"Invalid order item key, quantity, price, discount, or line total"
145815,14582,1,1,942.96,0.0,-942.96,"Invalid order item key, quantity, price, discount, or line total"
145954,14596,117,2,856.96,0.0,-1713.92,"Invalid order item key, quantity, price, discount, or line total"
147223,14723,78,0,393.14,0.0,393.14,"Invalid order item key, quantity, price, discount, or line total"
147286,14729,24,1,771.3,0.0,-771.3,"Invalid order item key, quantity, price, discount, or line total"
147290,14729,44,0,742.82,0.0,1485.64,"Invalid order item key, quantity, price, discount, or line total"
147454,14746,29,0,145.02,0.0,145.02,"Invalid order item key, quantity, price, discount, or line total"
147710,14771,127,2,787.6,0.0,-1575.2,"Invalid order item key, quantity, price, discount, or line total"
147839,14784,1,0,932.33,0.0,3729.32,"Invalid order item key, quantity, price, discount, or line total"
149000,14900,63,0,918.44,0.0,1836.88,"Invalid order item key, quantity, price, discount, or line total"
149132,14914,21,0,754.15,0.0,754.15,"Invalid order item key, quantity, price, discount, or line total"
149173,14918,54,0,346.75,0.0,346.75,"Invalid order item key, quantity, price, discount, or line total"
150630,15063,132,0,1851.53,0.0,1851.53,"Invalid order item key, quantity, price, discount, or line total"
150773,15078,81,0,902.56,0.0,902.56,"Invalid order item key, quantity, price, discount, or line total"
151826,15183,70,0,372.17,0.0,372.17,"Invalid order item key, quantity, price, discount, or line total"
152342,15235,113,2,496.86,0.0,-993.72,"Invalid order item key, quantity, price, discount, or line total"
152706,15271,36,1,949.74,0.0,-949.74,"Invalid order item key, quantity, price, discount, or line total"
152896,15290,150,1,693.59,0.0,-693.59,"Invalid order item key, quantity, price, discount, or line total"
155447,15545,76,1,730.45,0.0,-730.45,"Invalid order item key, quantity, price, discount, or line total"
155701,15571,107,0,875.23,0.0,875.23,"Invalid order item key, quantity, price, discount, or line total"
