order_id,customer_id,restaurant_id,order_date,order_time,order_status,order_channel,payment_method,promotion_id,total_amount,restaurant_name,restaurant_type,location_id,city_area,gender,preferred_channel,promotion_name,promotion_type
483,1404,3,2025-10-12,13:10:00,Completed,Third-party Delivery,Card,,12060.2,Restaurant 003,Fast Food,3,East-3,Male,Third-party Delivery,,
484,15090,5,2025-01-25,19:21:00,Completed,Third-party Delivery,Card,,20795.46,Restaurant 005,Casual Dining,5,Central-5,Male,Dine-in,,
486,11962,20,2025-07-13,21:57:00,Completed,Dine-in,Cash,,4958.62,Restaurant 020,Fast Food,20,Korangi-20,Female,Dine-in,,
488,31592,17,2025-09-03,12:17:00,Completed,Dine-in,Card,75,10481.98,Restaurant 017,Casual Dining,17,Clifton-17,Male,Dine-in,Promotion 075,Seasonal
491,30279,11,2025-05-29,21:22:00,Completed,Takeaway,Cash,,10565.37,Restaurant 011,Cafe,11,North-11,Other,Dine-in,,
496,39725,3,2025-05-27,20:59:00,Completed,Takeaway,Cash,,10041.06,Restaurant 003,Fast Food,3,East-3,Male,Third-party Delivery,,
497,35587,11,2025-02-04,12:18:00,Completed,Takeaway,Online Wallet,,12140.06,Restaurant 011,Cafe,11,North-11,Other,Dine-in,,
498,7903,20,2025-07-08,13:21:00,Completed,Website/App,Online Wallet,,5581.78,Restaurant 020,Fast Food,20,Korangi-20,Other,Takeaway,,
499,10137,5,2025-09-28,18:54:00,Completed,Takeaway,Cash,118,19522.6,Restaurant 005,Casual Dining,5,Central-5,Female,Website/App,Promotion 118,Percentage Discount
501,25595,12,2025-09-24,19:22:00,Completed,Takeaway,Cash,23,17225.71,Restaurant 012,Fast Food,12,South-12,Other,Third-party Delivery,Promotion 023,Seasonal
502,39223,9,2025-12-20,22:12:00,Completed,Third-party Delivery,Card,,7242.61,Restaurant 009,Cafe,9,Defence-9,Other,Website/App,,
503,49562,19,2025-01-05,21:01:00,Completed,Takeaway,Cash,,3639.3,Restaurant 019,Fast Food,19,Defence-19,Male,Third-party Delivery,,
504,11201,6,2025-08-07,18:06:00,Completed,Takeaway,Online Wallet,,15500.22,Restaurant 006,Fast Food,6,Garden-6,Male,Takeaway,,
505,14536,2,2025-02-17,12:08:00,Completed,Dine-in,Online Wallet,,17024.95,Restaurant 002,Casual Dining,2,South-2,Male,Dine-in,,
506,29923,10,2025-10-02,14:29:00,Completed,Website/App,Online Wallet,,5780.61,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Third-party Delivery,,
507,7584,14,2025-06-18,20:06:00,Completed,Website/App,Online Wallet,,9797.78,Restaurant 014,Cafe,14,West-14,Other,Takeaway,,
508,47968,11,2025-06-14,19:24:00,Completed,Dine-in,Cash,,9364.49,Restaurant 011,Cafe,11,North-11,Male,Website/App,,
509,19840,11,2025-04-12,16:37:00,Completed,Website/App,Online Wallet,,14218.28,Restaurant 011,Cafe,11,North-11,Female,Website/App,,
510,10522,10,2025-02-24,19:55:00,Completed,Dine-in,Cash,,5015.28,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Takeaway,,
511,19855,3,2025-11-20,15:10:00,Completed,Website/App,Online Wallet,,10295.62,Restaurant 003,Fast Food,3,East-3,Female,Dine-in,,
512,4135,7,2025-01-04,21:26:00,Completed,Website/App,Online Wallet,,14757.31,Restaurant 007,Casual Dining,7,Clifton-7,Other,Third-party Delivery,,
513,19639,17,2025-06-26,22:50:00,Completed,Website/App,Online Wallet,,10715.54,Restaurant 017,Casual Dining,17,Clifton-17,Other,Third-party Delivery,,
514,21726,11,2025-08-27,10:21:00,Completed,Website/App,Cash,,9238.46,Restaurant 011,Cafe,11,North-11,Other,Dine-in,,
515,407,16,2025-08-20,15:55:00,Completed,Takeaway,Online Wallet,,7997.29,Restaurant 016,Cafe,16,Garden-16,Other,Website/App,,
517,24864,13,2025-09-04,12:47:00,Completed,Takeaway,Online Wallet,,8885.35,Restaurant 013,Cafe,13,East-13,Female,Takeaway,,
521,4207,20,2025-07-17,19:15:00,Completed,Third-party Delivery,Online Wallet,,5484.18,Restaurant 020,Fast Food,20,Korangi-20,Female,Third-party Delivery,,
523,39636,12,2025-10-22,18:59:00,Completed,Takeaway,Online Wallet,23,37339.97,Restaurant 012,Fast Food,12,South-12,Other,Takeaway,Promotion 023,Seasonal
524,45545,16,2025-03-13,21:47:00,Completed,Takeaway,Cash,,11359.98,Restaurant 016,Cafe,16,Garden-16,Female,Dine-in,,
525,13869,15,2025-04-16,13:40:00,Completed,Third-party Delivery,Online Wallet,22,21098.13,Restaurant 015,Fast Food,15,Central-15,Female,Takeaway,Promotion 022,Seasonal
527,16752,7,2025-05-09,14:38:00,Completed,Takeaway,Card,,9054.53,Restaurant 007,Casual Dining,7,Clifton-7,Female,Dine-in,,
529,35666,2,2025-09-15,13:22:00,Completed,Website/App,Cash,,19509.74,Restaurant 002,Casual Dining,2,South-2,Other,Third-party Delivery,,
531,24615,6,2025-08-31,21:51:00,Completed,Takeaway,Cash,117,19176.4,Restaurant 006,Fast Food,6,Garden-6,Other,Takeaway,Promotion 117,Bundle
532,34459,13,2025-12-15,21:16:00,Completed,Website/App,Online Wallet,,12158.53,Restaurant 013,Cafe,13,East-13,Female,Dine-in,,
533,31967,7,2025-10-01,18:31:00,Completed,Website/App,Card,,13800.1,Restaurant 007,Casual Dining,7,Clifton-7,Female,Website/App,,
534,8084,1,2025-09-16,18:29:00,Completed,Website/App,Card,105,10813.74,Restaurant 001,Casual Dining,1,North-1,Female,Website/App,Promotion 105,Percentage Discount
535,9364,14,2025-12-22,18:50:00,Completed,Website/App,Cash,,8473.55,Restaurant 014,Cafe,14,West-14,Male,Takeaway,,
536,48368,5,2025-10-06,14:23:00,Completed,Dine-in,Online Wallet,,19961.81,Restaurant 005,Casual Dining,5,Central-5,Other,Website/App,,
537,5508,5,2025-04-15,21:54:00,Completed,Website/App,Card,70,18479.09,Restaurant 005,Casual Dining,5,Central-5,Other,Takeaway,Promotion 070,Seasonal
538,43067,6,2025-07-29,20:35:00,Completed,Dine-in,Cash,,14118.72,Restaurant 006,Fast Food,6,Garden-6,Female,Takeaway,,
539,32205,4,2025-11-06,20:15:00,Completed,Third-party Delivery,Online Wallet,,7249.15,Restaurant 004,Cafe,4,West-4,Other,Takeaway,,
540,9573,15,2025-12-25,14:18:00,Completed,Website/App,Online Wallet,,16026.82,Restaurant 015,Fast Food,15,Central-15,Other,Takeaway,,
541,37367,15,2025-08-28,18:54:00,Completed,Takeaway,Online Wallet,,21312.45,Restaurant 015,Fast Food,15,Central-15,Male,Third-party Delivery,,
542,1287,4,2025-04-29,19:15:00,Completed,Website/App,Cash,,10098.88,Restaurant 004,Cafe,4,West-4,Female,Takeaway,,
543,16980,11,2025-02-15,12:24:00,Completed,Takeaway,Cash,,9539.55,Restaurant 011,Cafe,11,North-11,Male,Website/App,,
544,48029,7,2025-08-16,13:31:00,Completed,Dine-in,Online Wallet,,15733.19,Restaurant 007,Casual Dining,7,Clifton-7,Female,Dine-in,,
545,14335,11,2025-08-27,18:20:00,Completed,Takeaway,Card,,8693.04,Restaurant 011,Cafe,11,North-11,Female,Third-party Delivery,,
546,46407,4,2025-09-30,14:27:00,Completed,Dine-in,Cash,,9468.56,Restaurant 004,Cafe,4,West-4,Female,Third-party Delivery,,
547,3470,15,2025-07-12,11:25:00,Completed,Takeaway,Card,53,22798.12,Restaurant 015,Fast Food,15,Central-15,Other,Dine-in,Promotion 053,Percentage Discount
549,11817,13,2025-12-19,12:59:00,Completed,Website/App,Card,,13208.56,Restaurant 013,Cafe,13,East-13,Male,Website/App,,
550,41936,12,2025-11-10,19:12:00,Completed,Third-party Delivery,Card,76,18679.16,Restaurant 012,Fast Food,12,South-12,Male,Dine-in,Promotion 076,Bundle
551,4453,7,2025-05-20,14:27:00,Completed,Third-party Delivery,Cash,,10461.07,Restaurant 007,Casual Dining,7,Clifton-7,Other,Website/App,,
552,19464,19,2025-01-18,20:43:00,Completed,Takeaway,Cash,,3034.5,Restaurant 019,Fast Food,19,Defence-19,Other,Takeaway,,
555,19703,19,2025-07-02,21:07:00,Completed,Third-party Delivery,Online Wallet,,4638.15,Restaurant 019,Fast Food,19,Defence-19,Male,Website/App,,
556,48466,14,2025-12-19,12:15:00,Completed,Dine-in,Cash,,6648.7,Restaurant 014,Cafe,14,West-14,Female,Dine-in,,
557,40818,7,2025-10-05,19:07:00,Completed,Third-party Delivery,Card,,9489.12,Restaurant 007,Casual Dining,7,Clifton-7,Female,Third-party Delivery,,
558,27956,5,2025-02-13,13:43:00,Completed,Third-party Delivery,Cash,,17596.39,Restaurant 005,Casual Dining,5,Central-5,Female,Third-party Delivery,,
559,8577,20,2025-12-15,15:15:00,Completed,Website/App,Cash,,7604.33,Restaurant 020,Fast Food,20,Korangi-20,Other,Dine-in,,
560,28114,16,2025-03-18,18:33:00,Completed,Website/App,Online Wallet,,13685.12,Restaurant 016,Cafe,16,Garden-16,Male,Third-party Delivery,,
561,6186,19,2025-02-23,14:54:00,Completed,Dine-in,Card,,2978.17,Restaurant 019,Fast Food,19,Defence-19,Female,Takeaway,,
563,28611,16,2025-07-22,19:58:00,Completed,Dine-in,Card,,11440.5,Restaurant 016,Cafe,16,Garden-16,Female,Dine-in,,
564,48177,15,2025-05-27,22:26:00,Completed,Takeaway,Card,,21700.22,Restaurant 015,Fast Food,15,Central-15,Female,Website/App,,
565,31088,15,2025-08-31,12:42:00,Completed,Third-party Delivery,Online Wallet,,22402.92,Restaurant 015,Fast Food,15,Central-15,Female,Takeaway,,
566,11353,4,2025-04-06,18:01:00,Completed,Website/App,Online Wallet,73,7715.64,Restaurant 004,Cafe,4,West-4,Female,Third-party Delivery,Promotion 073,Percentage Discount
567,9438,12,2025-11-09,13:22:00,Completed,Third-party Delivery,Cash,,19909.14,Restaurant 012,Fast Food,12,South-12,Male,Dine-in,,
568,5049,20,2025-01-18,20:08:00,Completed,Dine-in,Card,,6190.25,Restaurant 020,Fast Food,20,Korangi-20,Other,Third-party Delivery,,
569,23757,19,2025-04-29,18:57:00,Completed,Third-party Delivery,Cash,,2990.75,Restaurant 019,Fast Food,19,Defence-19,Other,Third-party Delivery,,
570,38832,10,2025-05-26,21:31:00,Completed,Takeaway,Card,,7487.36,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Takeaway,,
573,7228,20,2025-03-19,21:18:00,Completed,Website/App,Card,,5344.59,Restaurant 020,Fast Food,20,Korangi-20,Male,Takeaway,,
574,32359,10,2025-08-13,14:04:00,Completed,Website/App,Online Wallet,,6645.64,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Website/App,,
575,21056,20,2025-05-23,13:41:00,Completed,Third-party Delivery,Card,,5004.14,Restaurant 020,Fast Food,20,Korangi-20,Male,Takeaway,,
576,44129,15,2025-06-13,20:44:00,Completed,Dine-in,Online Wallet,,20690.02,Restaurant 015,Fast Food,15,Central-15,Other,Dine-in,,
577,395,7,2025-01-14,18:54:00,Completed,Third-party Delivery,Card,,12346.57,Restaurant 007,Casual Dining,7,Clifton-7,Female,Takeaway,,
578,28883,13,2025-12-15,12:13:00,Completed,Website/App,Card,,7458.16,Restaurant 013,Cafe,13,East-13,Other,Third-party Delivery,,
580,16590,13,2025-11-28,21:46:00,Completed,Dine-in,Cash,,7090.26,Restaurant 013,Cafe,13,East-13,Other,Website/App,,
581,1157,3,2025-09-23,20:16:00,Completed,Dine-in,Card,,12203.44,Restaurant 003,Fast Food,3,East-3,Male,Dine-in,,
582,19620,1,2025-10-14,10:58:00,Completed,Third-party Delivery,Cash,,14268.37,Restaurant 001,Casual Dining,1,North-1,Other,Takeaway,,
584,31868,5,2025-02-17,12:46:00,Completed,Dine-in,Card,,25058.39,Restaurant 005,Casual Dining,5,Central-5,Female,Website/App,,
585,503,8,2025-05-11,19:40:00,Completed,Website/App,Online Wallet,,7410.93,Restaurant 008,Family Restaurant,8,Gulshan-8,Female,Dine-in,,
587,18044,14,2025-02-21,13:10:00,Completed,Third-party Delivery,Card,,11566.04,Restaurant 014,Cafe,14,West-14,Male,Dine-in,,
588,41644,17,2025-03-26,13:51:00,Completed,Third-party Delivery,Cash,,10794.44,Restaurant 017,Casual Dining,17,Clifton-17,Female,Website/App,,
589,35212,16,2025-12-16,21:32:00,Completed,Takeaway,Online Wallet,,14445.12,Restaurant 016,Cafe,16,Garden-16,Other,Third-party Delivery,,
590,14839,3,2025-02-20,18:33:00,Completed,Takeaway,Online Wallet,18,6920.58,Restaurant 003,Fast Food,3,East-3,Female,Takeaway,Promotion 018,Seasonal
591,21248,2,2025-11-20,14:00:00,Completed,Takeaway,Cash,,12735.08,Restaurant 002,Casual Dining,2,South-2,Other,Third-party Delivery,,
592,17674,15,2025-12-17,16:45:00,Completed,Takeaway,Card,,20237.31,Restaurant 015,Fast Food,15,Central-15,Other,Website/App,,
593,40020,5,2025-11-19,22:35:00,Completed,Third-party Delivery,Cash,,18214.23,Restaurant 005,Casual Dining,5,Central-5,Other,Dine-in,,
594,11005,9,2025-12-14,22:10:00,Completed,Dine-in,Online Wallet,,4857.93,Restaurant 009,Cafe,9,Defence-9,Female,Dine-in,,
595,45577,5,2025-08-15,13:28:00,Completed,Third-party Delivery,Card,,15880.19,Restaurant 005,Casual Dining,5,Central-5,Male,Takeaway,,
596,20288,13,2025-06-21,21:35:00,Completed,Website/App,Online Wallet,,11014.81,Restaurant 013,Cafe,13,East-13,Female,Third-party Delivery,,
597,11219,19,2025-01-05,12:30:00,Completed,Third-party Delivery,Cash,,4645.8,Restaurant 019,Fast Food,19,Defence-19,Female,Website/App,,
598,20238,4,2025-11-21,14:43:00,Completed,Dine-in,Cash,,8680.97,Restaurant 004,Cafe,4,West-4,Other,Takeaway,,
599,21171,7,2025-01-19,09:17:00,Completed,Takeaway,Online Wallet,,14137.8,Restaurant 007,Casual Dining,7,Clifton-7,Other,Takeaway,,
600,40775,18,2025-10-30,21:00:00,Completed,Dine-in,Card,,9231.27,Restaurant 018,Fast Food,18,Gulshan-18,Male,Dine-in,,
601,34502,11,2025-03-05,21:31:00,Completed,Third-party Delivery,Cash,,16621.1,Restaurant 011,Cafe,11,North-11,Female,Third-party Delivery,,
602,28325,4,2025-07-01,20:35:00,Completed,Takeaway,Card,,8503.18,Restaurant 004,Cafe,4,West-4,Female,Third-party Delivery,,
603,34486,1,2025-12-29,19:43:00,Completed,Third-party Delivery,Card,,15068.96,Restaurant 001,Casual Dining,1,North-1,Female,Takeaway,,
604,2959,13,2025-08-27,14:30:00,Completed,Website/App,Cash,,10965.79,Restaurant 013,Cafe,13,East-13,Other,Third-party Delivery,,
605,25322,4,2025-12-28,21:21:00,Completed,Takeaway,Cash,,7858.02,Restaurant 004,Cafe,4,West-4,Male,Third-party Delivery,,
606,45714,18,2025-07-23,14:09:00,Completed,Takeaway,Cash,78,6558.01,Restaurant 018,Fast Food,18,Gulshan-18,Other,Takeaway,Promotion 078,Percentage Discount
607,20422,20,2025-10-24,14:34:00,Completed,Third-party Delivery,Cash,,5387.0,Restaurant 020,Fast Food,20,Korangi-20,Other,Dine-in,,
608,16834,11,2025-10-08,18:00:00,Completed,Third-party Delivery,Cash,,13697.24,Restaurant 011,Cafe,11,North-11,Female,Website/App,,
609,19173,7,2025-11-26,21:01:00,Completed,Takeaway,Online Wallet,77,11959.22,Restaurant 007,Casual Dining,7,Clifton-7,Female,Website/App,Promotion 077,Bundle
610,34073,15,2025-11-23,11:54:00,Completed,Website/App,Card,,17084.12,Restaurant 015,Fast Food,15,Central-15,Male,Third-party Delivery,,
611,48391,8,2025-05-10,13:52:00,Completed,Website/App,,,7042.63,Restaurant 008,Family Restaurant,8,Gulshan-8,Other,Third-party Delivery,,
613,13731,7,2025-07-27,20:52:00,Completed,Third-party Delivery,Online Wallet,,13459.87,Restaurant 007,Casual Dining,7,Clifton-7,Male,Third-party Delivery,,
614,20723,19,2025-04-11,20:06:00,Completed,Website/App,Cash,,3089.88,Restaurant 019,Fast Food,19,Defence-19,Other,Dine-in,,
616,809,4,2025-11-15,19:02:00,Completed,Third-party Delivery,Cash,,7393.53,Restaurant 004,Cafe,4,West-4,Other,Dine-in,,
617,30836,9,2025-03-10,16:03:00,Completed,Dine-in,Cash,,4875.08,Restaurant 009,Cafe,9,Defence-9,Female,Takeaway,,
619,7420,1,2025-06-18,20:35:00,Completed,Website/App,Online Wallet,40,10753.37,Restaurant 001,Casual Dining,1,North-1,Male,Dine-in,Promotion 040,Seasonal
620,20558,20,2025-12-24,13:25:00,Completed,Takeaway,Online Wallet,,4876.61,Restaurant 020,Fast Food,20,Korangi-20,Female,Dine-in,,
621,12217,8,2025-07-15,21:10:00,Completed,Dine-in,Online Wallet,,6835.0,Restaurant 008,Family Restaurant,8,Gulshan-8,Male,Dine-in,,
623,38915,13,2025-04-06,11:19:00,Completed,Takeaway,Online Wallet,,6734.92,Restaurant 013,Cafe,13,East-13,Female,Third-party Delivery,,
626,1670,14,2025-07-12,19:04:00,Completed,Takeaway,Online Wallet,,8696.69,Restaurant 014,Cafe,14,West-14,Female,Third-party Delivery,,
627,34650,3,2025-10-08,13:11:00,Completed,Website/App,Card,,12647.12,Restaurant 003,Fast Food,3,East-3,Male,Takeaway,,
628,44038,2,2025-02-08,20:10:00,Completed,Website/App,Cash,,13649.87,Restaurant 002,Casual Dining,2,South-2,Other,Dine-in,,
629,31920,13,2025-08-16,21:09:00,Completed,Website/App,Online Wallet,,8297.74,Restaurant 013,Cafe,13,East-13,Other,Website/App,,
630,21885,1,2025-01-22,12:09:00,Completed,Third-party Delivery,Cash,,10595.82,Restaurant 001,Casual Dining,1,North-1,Male,Website/App,,
632,15747,18,2025-03-22,10:31:00,Completed,Takeaway,Cash,,6329.16,Restaurant 018,Fast Food,18,Gulshan-18,Female,Takeaway,,
633,27289,9,2025-05-11,20:39:00,Completed,Takeaway,Online Wallet,101,7129.01,Restaurant 009,Cafe,9,Defence-9,Male,Takeaway,Promotion 101,Percentage Discount
634,43394,5,2025-07-13,14:40:00,Completed,Third-party Delivery,Cash,,17165.45,Restaurant 005,Casual Dining,5,Central-5,Other,Takeaway,,
635,1853,5,2025-09-23,21:22:00,Completed,Third-party Delivery,Online Wallet,,12952.69,Restaurant 005,Casual Dining,5,Central-5,Female,Third-party Delivery,,
636,47315,19,2025-05-05,18:27:00,Completed,Takeaway,Cash,,2763.55,Restaurant 019,Fast Food,19,Defence-19,Female,Third-party Delivery,,
637,16430,3,2025-02-15,18:43:00,Completed,Takeaway,Online Wallet,18,10252.39,Restaurant 003,Fast Food,3,East-3,Female,Takeaway,Promotion 018,Seasonal
639,29888,13,2025-02-10,20:15:00,Completed,Website/App,Online Wallet,21,8736.62,Restaurant 013,Cafe,13,East-13,Other,Third-party Delivery,Promotion 021,Seasonal
640,10016,3,2025-06-02,13:15:00,Completed,Dine-in,Card,,9095.19,Restaurant 003,Fast Food,3,East-3,Male,Takeaway,,
641,5606,9,2025-09-06,20:16:00,Completed,Website/App,Cash,,3951.9,Restaurant 009,Cafe,9,Defence-9,Female,Third-party Delivery,,
642,19306,2,2025-01-20,19:05:00,Completed,Dine-in,Online Wallet,,15963.96,Restaurant 002,Casual Dining,2,South-2,Female,Website/App,,
643,24676,4,2025-03-16,12:38:00,Completed,Takeaway,Card,,6570.47,Restaurant 004,Cafe,4,West-4,Other,Website/App,,
644,4897,19,2025-10-12,18:03:00,Completed,Dine-in,Online Wallet,,3599.6,Restaurant 019,Fast Food,19,Defence-19,Male,Website/App,,
646,26791,7,2025-07-06,18:05:00,Completed,Takeaway,Cash,19,10413.21,Restaurant 007,Casual Dining,7,Clifton-7,Other,Dine-in,Promotion 019,Percentage Discount
648,20143,14,2025-10-15,20:39:00,Completed,Third-party Delivery,Cash,,6473.19,Restaurant 014,Cafe,14,West-14,Other,Third-party Delivery,,
649,45336,2,2025-01-14,17:56:00,Completed,Dine-in,Online Wallet,,15375.7,Restaurant 002,Casual Dining,2,South-2,Female,Dine-in,,
652,9859,5,2025-09-06,12:28:00,Completed,Third-party Delivery,Online Wallet,,12925.43,Restaurant 005,Casual Dining,5,Central-5,Other,Third-party Delivery,,
654,47933,17,2025-12-22,21:54:00,Completed,Website/App,Cash,59,8365.43,Restaurant 017,Casual Dining,17,Clifton-17,Other,Takeaway,Promotion 059,Bundle
655,19041,13,2025-12-15,21:59:00,Completed,Takeaway,Online Wallet,,8088.59,Restaurant 013,Cafe,13,East-13,Female,Dine-in,,
657,20899,10,2025-01-09,20:36:00,Completed,Website/App,Cash,,6767.16,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Dine-in,,
658,6716,4,2025-08-10,11:51:00,Completed,Dine-in,Online Wallet,,7913.56,Restaurant 004,Cafe,4,West-4,Other,Website/App,,
659,41160,19,2025-09-09,18:33:00,Completed,Dine-in,Card,,4601.92,Restaurant 019,Fast Food,19,Defence-19,Female,Dine-in,,
660,7101,12,2025-11-23,16:35:00,Completed,Takeaway,Cash,,26606.81,Restaurant 012,Fast Food,12,South-12,Female,Takeaway,,
661,17668,8,2025-12-30,20:17:00,Completed,Website/App,Card,,6707.26,Restaurant 008,Family Restaurant,8,Gulshan-8,Male,Third-party Delivery,,
663,49466,17,2025-05-23,21:30:00,Completed,Dine-in,Online Wallet,65,12865.63,Restaurant 017,Casual Dining,17,Clifton-17,Female,Dine-in,Promotion 065,Seasonal
664,22503,13,2025-07-18,22:53:00,Completed,Takeaway,Online Wallet,,7151.73,Restaurant 013,Cafe,13,East-13,Other,Takeaway,,
666,10943,9,2025-06-20,17:12:00,Completed,Dine-in,Card,,4605.66,Restaurant 009,Cafe,9,Defence-9,Other,Website/App,,
667,43306,9,2025-08-28,19:45:00,Completed,Takeaway,Cash,50,3793.71,Restaurant 009,Cafe,9,Defence-9,Female,Website/App,Promotion 050,Seasonal
668,45900,9,2025-10-15,19:18:00,Completed,Third-party Delivery,Cash,39,5741.8,Restaurant 009,Cafe,9,Defence-9,Female,Takeaway,Promotion 039,Percentage Discount
669,26147,8,2025-12-09,18:41:00,Completed,Third-party Delivery,Card,43,6999.02,Restaurant 008,Family Restaurant,8,Gulshan-8,Female,Website/App,Promotion 043,Percentage Discount
670,2434,13,2025-03-08,12:17:00,Completed,Dine-in,Card,,10026.01,Restaurant 013,Cafe,13,East-13,Female,Dine-in,,
671,10808,14,2025-06-24,14:07:00,Completed,Website/App,Cash,,8716.66,Restaurant 014,Cafe,14,West-14,Male,Takeaway,,
672,48545,14,2025-01-11,21:40:00,Completed,Dine-in,Cash,,6910.19,Restaurant 014,Cafe,14,West-14,Other,Website/App,,
673,6685,18,2025-02-22,21:42:00,Completed,Third-party Delivery,Online Wallet,,9717.43,Restaurant 018,Fast Food,18,Gulshan-18,Female,Dine-in,,
674,21997,7,2025-05-06,21:01:00,Completed,Takeaway,Cash,,17199.9,Restaurant 007,Casual Dining,7,Clifton-7,Male,Dine-in,,
675,36479,3,2025-03-25,14:16:00,Completed,Website/App,Online Wallet,,8279.93,Restaurant 003,Fast Food,3,East-3,Other,Dine-in,,
676,8345,4,2025-11-09,19:19:00,Completed,Takeaway,Online Wallet,,6625.89,Restaurant 004,Cafe,4,West-4,Male,Takeaway,,
677,8343,12,2025-12-08,13:43:00,Completed,Takeaway,Card,,16167.19,Restaurant 012,Fast Food,12,South-12,Other,Takeaway,,
679,37479,17,2025-05-30,15:49:00,Completed,Dine-in,Cash,,9934.7,Restaurant 017,Casual Dining,17,Clifton-17,Other,Third-party Delivery,,
682,29394,3,2025-06-23,20:45:00,Completed,Dine-in,Online Wallet,89,8534.24,Restaurant 003,Fast Food,3,East-3,Male,Takeaway,Promotion 089,Bundle
684,43356,3,2025-01-05,18:27:00,Completed,Third-party Delivery,Online Wallet,9,10914.44,Restaurant 003,Fast Food,3,East-3,Other,Website/App,Promotion 009,Seasonal
685,3149,11,2025-07-13,21:01:00,Completed,Third-party Delivery,Cash,,13328.3,Restaurant 011,Cafe,11,North-11,Other,Dine-in,,
688,42529,15,2025-04-27,19:37:00,Completed,Takeaway,Card,,12349.01,Restaurant 015,Fast Food,15,Central-15,Other,Third-party Delivery,,
689,20253,13,2025-07-15,13:40:00,Completed,Website/App,Cash,,8848.08,Restaurant 013,Cafe,13,East-13,Male,Takeaway,,
691,11941,15,2025-12-10,12:42:00,Completed,Dine-in,Cash,,14943.16,Restaurant 015,Fast Food,15,Central-15,Female,Takeaway,,
692,1867,16,2025-01-13,12:35:00,Completed,Takeaway,Card,,10377.23,Restaurant 016,Cafe,16,Garden-16,Male,Website/App,,
693,38381,15,2025-03-21,13:10:00,Completed,Website/App,Online Wallet,,30417.06,Restaurant 015,Fast Food,15,Central-15,Other,Third-party Delivery,,
694,38972,2,2025-04-21,18:25:00,Completed,Website/App,Cash,,23140.04,Restaurant 002,Casual Dining,2,South-2,Male,Takeaway,,
695,24748,7,2025-06-14,15:14:00,Completed,Dine-in,Online Wallet,16,10521.73,Restaurant 007,Casual Dining,7,Clifton-7,Female,Website/App,Promotion 016,Percentage Discount
696,34519,12,2025-11-07,13:36:00,Completed,Third-party Delivery,Cash,42,19566.85,Restaurant 012,Fast Food,12,South-12,Female,Takeaway,Promotion 042,Bundle
697,45215,4,2025-01-10,21:27:00,Completed,Third-party Delivery,Card,,6733.07,Restaurant 004,Cafe,4,West-4,Female,Third-party Delivery,,
698,11602,17,2025-10-21,21:47:00,Completed,Third-party Delivery,Cash,,10279.49,Restaurant 017,Casual Dining,17,Clifton-17,Female,Website/App,,
704,26604,13,2025-11-08,20:24:00,Completed,Website/App,Cash,62,7576.19,Restaurant 013,Cafe,13,East-13,Other,Website/App,Promotion 062,Seasonal
705,4192,4,2025-06-01,13:49:00,Completed,Website/App,Card,,7209.86,Restaurant 004,Cafe,4,West-4,Male,Dine-in,,
706,31223,11,2025-05-12,21:02:00,Completed,Dine-in,Online Wallet,,11397.11,Restaurant 011,Cafe,11,North-11,Female,Takeaway,,
707,31194,3,2025-10-24,20:24:00,Completed,Third-party Delivery,Online Wallet,,13946.34,Restaurant 003,Fast Food,3,East-3,Male,Takeaway,,
708,18445,19,2025-02-27,20:47:00,Completed,Third-party Delivery,Online Wallet,,3244.35,Restaurant 019,Fast Food,19,Defence-19,Male,Takeaway,,
710,45893,6,2025-02-15,21:22:00,Completed,Website/App,Cash,,18772.98,Restaurant 006,Fast Food,6,Garden-6,Other,Website/App,,
711,38071,3,2025-02-07,12:54:00,Completed,Takeaway,Card,,10323.84,Restaurant 003,Fast Food,3,East-3,Female,Dine-in,,
713,12755,3,2025-07-25,21:08:00,Completed,Dine-in,Card,,8706.76,Restaurant 003,Fast Food,3,East-3,Female,Dine-in,,
714,20911,11,2025-07-12,19:05:00,Completed,Website/App,Online Wallet,,11150.21,Restaurant 011,Cafe,11,North-11,Female,Third-party Delivery,,
715,41882,8,2025-09-08,21:41:00,Completed,Third-party Delivery,Cash,47,7914.16,Restaurant 008,Family Restaurant,8,Gulshan-8,Male,Website/App,Promotion 047,Seasonal
716,10464,10,2025-10-06,19:42:00,Completed,Takeaway,Card,20,9646.58,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Website/App,Promotion 020,Seasonal
717,12040,1,2025-11-24,18:39:00,Completed,Website/App,Card,,10097.57,Restaurant 001,Casual Dining,1,North-1,Other,Third-party Delivery,,
718,28701,9,2025-07-15,19:36:00,Completed,Takeaway,Online Wallet,,4482.94,Restaurant 009,Cafe,9,Defence-9,Female,Third-party Delivery,,
720,6086,1,2025-03-22,14:47:00,Completed,Takeaway,Cash,,12736.89,Restaurant 001,Casual Dining,1,North-1,Female,Takeaway,,
721,38260,4,2025-06-29,19:53:00,Completed,Dine-in,Online Wallet,,8826.74,Restaurant 004,Cafe,4,West-4,Female,Dine-in,,
