order_item_id,order_id,menu_item_id,quantity,unit_price,line_discount,line_total,item_name,category_id,base_price,cost_price,restaurant_id,order_status,order_date,net_revenue,contribution
603,61,16,2,955.91,0.0,1911.82,Menu Item 016,6,964.0,338.34,16,Completed,2025-06-16,1911.82,1235.1399999999999
604,61,76,1,774.3,0.0,774.3,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-16,774.3,358.98999999999995
605,61,56,1,699.02,0.0,699.02,Menu Item 056,6,709.0,390.6,16,Completed,2025-06-16,699.02,308.41999999999996
606,61,76,1,733.73,0.0,733.73,Menu Item 076,6,755.0,415.31,16,Completed,2025-06-16,733.73,318.42
607,61,136,1,1011.5,0.0,1011.5,Menu Item 136,6,965.0,432.37,16,Completed,2025-06-16,1011.5,579.13
608,61,136,1,965.83,0.0,965.83,Menu Item 136,6,965.0,432.37,16,Completed,2025-06-16,965.83,533.46
609,61,16,2,925.38,0.0,1850.76,Menu Item 016,6,964.0,338.34,16,Completed,2025-06-16,1850.76,1174.08
610,61,116,1,1099.04,0.0,1099.04,Menu Item 116,6,1061.0,513.28,16,Completed,2025-06-16,1099.04,585.76
611,62,98,1,678.49,0.0,678.49,Menu Item 098,8,680.0,373.65,18,Completed,2025-04-20,678.49,304.84000000000003
612,62,98,1,679.1,0.0,679.1,Menu Item 098,8,680.0,373.65,18,Completed,2025-04-20,679.1,305.45000000000005
613,62,78,1,419.81,0.0,419.81,Menu Item 078,8,408.0,256.11,18,Completed,2025-04-20,419.81,163.7
614,62,138,1,279.58,0.0,279.58,Menu Item 138,8,269.0,154.6,18,Completed,2025-04-20,279.58,124.97999999999999
615,62,118,1,559.05,0.0,559.05,Menu Item 118,8,533.0,309.0,18,Completed,2025-04-20,559.05,250.04999999999995
616,62,118,1,537.32,0.0,537.32,Menu Item 118,8,533.0,309.0,18,Completed,2025-04-20,537.32,228.32000000000005
617,62,118,2,539.67,0.0,1079.34,Menu Item 118,8,533.0,309.0,18,Completed,2025-04-20,1079.34,461.3399999999999
618,62,98,2,684.73,0.0,1369.46,Menu Item 098,8,680.0,373.65,18,Completed,2025-04-20,1369.46,622.1600000000001
619,62,78,1,389.64,0.0,389.64,Menu Item 078,8,408.0,256.11,18,Completed,2025-04-20,389.64,133.52999999999997
620,62,78,3,391.28,0.0,1173.84,Menu Item 078,8,408.0,256.11,18,Completed,2025-04-20,1173.84,405.5099999999999
621,63,128,1,687.2,0.0,687.2,Menu Item 128,8,679.0,347.29,8,Completed,2025-12-02,687.2,339.91
622,63,88,1,371.47,0.0,371.47,Menu Item 088,8,368.0,225.63,8,Completed,2025-12-02,371.47,145.84000000000003
623,63,8,2,486.43,0.0,972.86,Menu Item 008,8,474.0,307.72,8,Completed,2025-12-02,972.86,357.41999999999996
624,63,108,2,665.13,0.0,1330.26,Menu Item 108,8,674.0,415.08,8,Completed,2025-12-02,1330.26,500.1
625,63,48,2,423.23,0.0,846.46,Menu Item 048,8,444.0,194.92,8,Completed,2025-12-02,846.46,456.62000000000006
626,63,48,1,1566.06,0.0,1566.06,Menu Item 048,8,444.0,194.92,8,Completed,2025-12-02,1566.06,1371.1399999999999
627,63,68,1,301.41,0.0,301.41,Menu Item 068,8,302.0,114.06,8,Completed,2025-12-02,301.41,187.35000000000002
628,63,68,2,288.42,0.0,576.84,Menu Item 068,8,302.0,114.06,8,Completed,2025-12-02,576.84,348.72
629,63,128,2,708.77,0.0,1417.54,Menu Item 128,8,679.0,347.29,8,Completed,2025-12-02,1417.54,722.9599999999999
630,63,148,1,541.83,0.0,541.83,Menu Item 148,8,558.0,337.64,8,Completed,2025-12-02,541.83,204.19000000000005
631,64,1,3,920.48,0.0,2761.44,Menu Item 001,1,923.0,428.12,1,Completed,2025-07-29,2761.44,1477.08
632,64,1,1,963.36,0.0,963.36,Menu Item 001,1,923.0,428.12,1,Completed,2025-07-29,963.36,535.24
633,64,21,1,766.57,0.0,766.57,Menu Item 021,1,764.0,322.28,1,Completed,2025-07-29,766.57,444.2900000000001
634,64,61,3,789.63,0.0,2368.89,Menu Item 061,1,807.0,495.71,1,Completed,2025-07-29,2368.89,881.76
635,64,61,4,800.83,0.0,3203.32,Menu Item 061,1,807.0,495.71,1,Completed,2025-07-29,3203.32,1220.4800000000002
636,64,1,1,958.56,0.0,958.56,Menu Item 001,1,923.0,428.12,1,Completed,2025-07-29,958.56,530.4399999999999
637,64,141,1,462.3,0.0,462.3,Menu Item 141,1,470.0,252.11,1,Completed,2025-07-29,462.3,210.19
638,64,1,1,937.07,0.0,937.07,Menu Item 001,1,923.0,428.12,1,Completed,2025-07-29,937.07,508.95000000000005
639,64,21,4,763.52,0.0,3054.08,Menu Item 021,1,764.0,322.28,1,Completed,2025-07-29,3054.08,1764.96
640,64,101,1,672.72,0.0,672.72,Menu Item 101,1,665.0,318.51,1,Completed,2025-07-29,672.72,354.21000000000004
641,65,106,2,683.12,0.0,1366.24,Menu Item 106,6,703.0,277.13,6,Completed,2025-03-30,1366.24,811.98
642,65,26,1,1031.48,0.0,1031.48,Menu Item 026,6,1052.0,606.56,6,Completed,2025-03-30,1031.48,424.9200000000001
643,65,46,1,1356.28,0.0,1356.28,Menu Item 046,6,1303.0,633.91,6,Completed,2025-03-30,1356.28,722.37
644,65,6,2,734.68,0.0,1469.36,Menu Item 006,6,771.0,302.15,6,Completed,2025-03-30,1469.36,865.06
645,65,66,3,783.52,0.0,2350.56,Menu Item 066,6,788.0,418.78,6,Completed,2025-03-30,2350.56,1094.22
646,65,146,2,1136.09,0.0,2272.18,Menu Item 146,6,1193.0,742.53,6,Completed,2025-03-30,2272.18,787.1199999999999
647,65,26,1,1080.22,0.0,1080.22,Menu Item 026,6,1052.0,606.56,6,Completed,2025-03-30,1080.22,473.6600000000001
648,65,6,1,758.26,0.0,758.26,Menu Item 006,6,771.0,302.15,6,Completed,2025-03-30,758.26,456.11
649,65,26,2,1000.98,0.0,2001.96,Menu Item 026,6,1052.0,606.56,6,Completed,2025-03-30,2001.96,788.8400000000001
650,65,26,1,1091.13,0.0,1091.13,Menu Item 026,6,1052.0,606.56,6,Completed,2025-03-30,1091.13,484.57000000000016
651,66,105,1,1086.44,0.0,1086.44,Menu Item 105,5,1081.0,596.54,5,Completed,2025-09-18,1086.44,489.9000000000001
652,66,145,2,810.85,0.0,1621.7,Menu Item 145,5,821.0,429.88,5,Completed,2025-09-18,1621.7,761.94
653,66,25,1,1704.6,0.0,1704.6,Menu Item 025,5,1680.0,1027.71,5,Completed,2025-09-18,1704.6,676.8899999999999
654,66,85,1,626.94,0.0,626.94,Menu Item 085,5,648.0,355.11,5,Completed,2025-09-18,626.94,271.83000000000004
655,66,105,1,1126.3,0.0,1126.3,Menu Item 105,5,1081.0,596.54,5,Completed,2025-09-18,1126.3,529.76
656,66,45,1,583.37,29.17,583.37,Menu Item 045,5,604.0,389.94,5,Completed,2025-09-18,554.2,164.26000000000005
657,66,105,1,1098.48,0.0,1098.48,Menu Item 105,5,1081.0,596.54,5,Completed,2025-09-18,1098.48,501.94000000000005
658,66,125,3,1869.97,0.0,5609.91,Menu Item 125,5,1796.0,1138.34,5,Completed,2025-09-18,5609.91,2194.8900000000003
659,66,45,1,606.71,0.0,606.71,Menu Item 045,5,604.0,389.94,5,Completed,2025-09-18,606.71,216.77000000000004
660,66,105,1,1115.46,0.0,1115.46,Menu Item 105,5,1081.0,596.54,5,Completed,2025-09-18,1115.46,518.9200000000001
671,68,148,1,542.14,0.0,542.14,Menu Item 148,8,558.0,337.64,8,Completed,2025-11-26,542.14,204.5
672,68,148,2,576.52,0.0,1153.04,Menu Item 148,8,558.0,337.64,8,Completed,2025-11-26,1153.04,477.76
673,68,128,2,687.28,0.0,1374.56,Menu Item 128,8,679.0,347.29,8,Completed,2025-11-26,1374.56,679.9799999999999
674,68,48,2,451.4,0.0,902.8,Menu Item 048,8,444.0,194.92,8,Completed,2025-11-26,902.8,512.96
675,68,148,1,545.34,0.0,545.34,Menu Item 148,8,558.0,337.64,8,Completed,2025-11-26,545.34,207.70000000000005
676,68,68,1,288.78,0.0,288.78,Menu Item 068,8,302.0,114.06,8,Completed,2025-11-26,288.78,174.71999999999997
677,68,108,1,685.95,0.0,685.95,Menu Item 108,8,674.0,415.08,8,Completed,2025-11-26,685.95,270.87000000000006
678,68,148,1,545.96,0.0,545.96,Menu Item 148,8,558.0,337.64,8,Completed,2025-11-26,545.96,208.32000000000005
679,68,68,2,288.26,0.0,576.52,Menu Item 068,8,302.0,114.06,8,Completed,2025-11-26,576.52,348.4
680,68,148,1,538.54,0.0,538.54,Menu Item 148,8,558.0,337.64,8,Completed,2025-11-26,538.54,200.89999999999998
681,69,131,1,603.4,0.0,603.4,Menu Item 131,1,619.0,372.73,11,Completed,2025-05-04,603.4,230.66999999999996
682,69,131,1,638.85,0.0,638.85,Menu Item 131,1,619.0,372.73,11,Completed,2025-05-04,638.85,266.12
683,69,131,1,601.6,0.0,601.6,Menu Item 131,1,619.0,372.73,11,Completed,2025-05-04,601.6,228.87
684,69,91,1,749.03,0.0,749.03,Menu Item 091,1,771.0,370.79,11,Completed,2025-05-04,749.03,378.23999999999995
685,69,31,2,528.54,0.0,1057.08,Menu Item 031,1,519.0,322.62,11,Completed,2025-05-04,1057.08,411.8399999999999
686,69,131,1,629.39,0.0,629.39,Menu Item 131,1,619.0,372.73,11,Completed,2025-05-04,629.39,256.65999999999997
687,69,111,3,550.23,0.0,1650.69,Menu Item 111,1,559.0,326.19,11,Completed,2025-05-04,1650.69,672.1200000000001
688,69,111,4,566.01,0.0,2264.04,Menu Item 111,1,559.0,326.19,11,Completed,2025-05-04,2264.04,959.28
689,69,71,1,914.16,0.0,914.16,Menu Item 071,1,902.0,464.98,11,Completed,2025-05-04,914.16,449.17999999999995
690,69,111,1,551.76,0.0,551.76,Menu Item 111,1,559.0,326.19,11,Completed,2025-05-04,551.76,225.57
691,70,62,3,1236.86,0.0,3710.58,Menu Item 062,2,1283.0,509.77,2,Completed,2025-04-10,3710.58,2181.27
692,70,102,4,1539.26,0.0,6157.04,Menu Item 102,2,1604.0,774.17,2,Completed,2025-04-10,6157.04,3060.36
693,70,22,2,880.25,0.0,1760.5,Menu Item 022,2,861.0,323.47,2,Completed,2025-04-10,1760.5,1113.56
694,70,62,1,1220.85,0.0,1220.85,Menu Item 062,2,1283.0,509.77,2,Completed,2025-04-10,1220.85,711.0799999999999
695,70,22,3,857.25,0.0,2571.75,Menu Item 022,2,861.0,323.47,2,Completed,2025-04-10,2571.75,1601.34
696,70,62,1,1332.0,0.0,1332.0,Menu Item 062,2,1283.0,509.77,2,Completed,2025-04-10,1332.0,822.23
697,70,142,1,1609.91,0.0,1609.91,Menu Item 142,2,1669.0,919.35,2,Completed,2025-04-10,1609.91,690.5600000000001
698,70,122,1,1470.26,0.0,1470.26,Menu Item 122,2,1484.0,828.35,2,Completed,2025-04-10,1470.26,641.91
699,70,22,2,836.14,0.0,1672.28,Menu Item 022,2,861.0,323.47,2,Completed,2025-04-10,1672.28,1025.34
700,70,82,1,980.38,0.0,980.38,Menu Item 082,2,1026.0,601.45,2,Completed,2025-04-10,980.38,378.92999999999995
701,71,16,1,977.55,0.0,977.55,Menu Item 016,6,964.0,338.34,16,Completed,2025-01-17,977.55,639.21
702,71,76,1,789.32,0.0,789.32,Menu Item 076,6,755.0,415.31,16,Completed,2025-01-17,789.32,374.01000000000005
703,71,16,1,1007.13,0.0,1007.13,Menu Item 016,6,964.0,338.34,16,Completed,2025-01-17,1007.13,668.79
704,71,36,1,932.38,0.0,932.38,Menu Item 036,6,920.0,450.9,16,Completed,2025-01-17,932.38,481.48
705,71,136,3,991.92,0.0,2975.76,Menu Item 136,6,965.0,432.37,16,Completed,2025-01-17,2975.76,1678.65
706,71,76,1,717.37,0.0,717.37,Menu Item 076,6,755.0,415.31,16,Completed,2025-01-17,717.37,302.06
707,71,76,1,756.36,0.0,756.36,Menu Item 076,6,755.0,415.31,16,Completed,2025-01-17,756.36,341.05
708,71,36,1,875.09,0.0,875.09,Menu Item 036,6,920.0,450.9,16,Completed,2025-01-17,875.09,424.19000000000005
709,71,76,1,753.4,0.0,753.4,Menu Item 076,6,755.0,415.31,16,Completed,2025-01-17,753.4,338.09
710,71,36,1,943.08,0.0,943.08,Menu Item 036,6,920.0,450.9,16,Completed,2025-01-17,943.08,492.18000000000006
711,72,127,3,763.2,0.0,2289.6,Menu Item 127,7,760.0,334.08,7,Completed,2025-07-08,2289.6,1287.36
712,72,127,3,790.05,0.0,2370.15,Menu Item 127,7,760.0,334.08,7,Completed,2025-07-08,2370.15,1367.91
713,72,127,1,759.3,0.0,759.3,Menu Item 127,7,760.0,334.08,7,Completed,2025-07-08,759.3,425.21999999999997
714,72,47,1,959.7,0.0,959.7,Menu Item 047,7,969.0,531.56,7,Completed,2025-07-08,959.7,428.1400000000001
715,72,127,1,785.0,0.0,785.0,Menu Item 127,7,760.0,334.08,7,Completed,2025-07-08,785.0,450.92
716,72,67,2,1022.28,0.0,2044.56,Menu Item 067,7,1049.0,635.56,7,Completed,2025-07-08,2044.56,773.44
717,72,127,3,770.55,0.0,2311.65,Menu Item 127,7,760.0,334.08,7,Completed,2025-07-08,2311.65,1309.41
718,72,107,1,893.16,0.0,893.16,Menu Item 107,7,886.0,472.58,7,Completed,2025-07-08,893.16,420.58
719,72,127,3,724.62,0.0,2173.86,Menu Item 127,7,760.0,334.08,7,Completed,2025-07-08,2173.86,1171.6200000000001
720,72,7,3,1042.33,0.0,3126.99,Menu Item 007,7,998.0,477.57,7,Completed,2025-07-08,3126.99,1694.2799999999997
721,73,113,1,466.84,0.0,466.84,Menu Item 113,3,474.0,230.81,13,Completed,2025-03-23,466.84,236.02999999999997
722,73,113,1,496.67,0.0,496.67,Menu Item 113,3,474.0,230.81,13,Completed,2025-03-23,496.67,265.86
723,73,133,1,905.34,0.0,905.34,Menu Item 133,3,927.0,508.83,13,Completed,2025-03-23,905.34,396.51000000000005
724,73,53,2,456.05,0.0,912.1,Menu Item 053,3,472.0,298.53,13,Completed,2025-03-23,912.1,315.0400000000001
725,73,113,1,457.39,0.0,457.39,Menu Item 113,3,474.0,230.81,13,Completed,2025-03-23,457.39,226.57999999999998
726,73,113,1,460.31,0.0,460.31,Menu Item 113,3,474.0,230.81,13,Completed,2025-03-23,460.31,229.5
727,73,133,2,950.91,0.0,1901.82,Menu Item 133,3,927.0,508.83,13,Completed,2025-03-23,1901.82,884.16
728,73,73,1,382.27,0.0,382.27,Menu Item 073,3,386.0,231.75,13,Completed,2025-03-23,382.27,150.51999999999998
729,73,53,1,481.96,0.0,481.96,Menu Item 053,3,472.0,298.53,13,Completed,2025-03-23,481.96,183.43
730,73,113,1,497.23,0.0,497.23,Menu Item 113,3,474.0,230.81,13,Completed,2025-03-23,497.23,266.42
741,75,116,1,1103.15,0.0,1103.15,Menu Item 116,6,1061.0,513.28,16,Completed,2025-07-02,1103.15,589.8700000000001
742,75,76,3,723.49,0.0,2170.47,Menu Item 076,6,755.0,415.31,16,Completed,2025-07-02,2170.47,924.5399999999997
743,75,116,1,1092.46,0.0,1092.46,Menu Item 116,6,1061.0,513.28,16,Completed,2025-07-02,1092.46,579.1800000000001
744,75,116,2,1028.39,0.0,2056.78,Menu Item 116,6,1061.0,513.28,16,Completed,2025-07-02,2056.78,1030.2200000000003
745,75,36,1,946.05,0.0,946.05,Menu Item 036,6,920.0,450.9,16,Completed,2025-07-02,946.05,495.15
746,75,36,1,915.19,0.0,915.19,Menu Item 036,6,920.0,450.9,16,Completed,2025-07-02,915.19,464.2900000000001
747,75,76,1,785.42,0.0,785.42,Menu Item 076,6,755.0,415.31,16,Completed,2025-07-02,785.42,370.10999999999996
748,75,36,3,878.31,0.0,2634.93,Menu Item 036,6,920.0,450.9,16,Completed,2025-07-02,2634.93,1282.23
749,75,76,1,783.6,0.0,783.6,Menu Item 076,6,755.0,415.31,16,Completed,2025-07-02,783.6,368.29
750,75,96,1,801.12,0.0,801.12,Menu Item 096,6,807.0,405.22,16,Completed,2025-07-02,801.12,395.9
761,77,44,2,697.16,0.0,1394.32,Menu Item 044,4,710.0,440.72,4,Completed,2025-09-05,1394.32,512.8799999999999
762,77,4,1,355.84,0.0,355.84,Menu Item 004,4,367.0,151.68,4,Completed,2025-09-05,355.84,204.15999999999997
764,77,24,1,797.2,0.0,797.2,Menu Item 024,4,786.0,498.37,4,Completed,2025-09-05,797.2,298.83000000000004
765,77,64,2,425.35,0.0,850.7,Menu Item 064,4,406.0,256.46,4,Completed,2025-09-05,850.7,337.7800000000001
766,77,24,3,750.06,0.0,2250.18,Menu Item 024,4,786.0,498.37,4,Completed,2025-09-05,2250.18,755.0699999999997
767,77,124,1,360.89,0.0,360.89,Menu Item 124,4,363.0,149.57,4,Completed,2025-09-05,360.89,211.32
768,77,4,1,365.4,0.0,365.4,Menu Item 004,4,367.0,151.68,4,Completed,2025-09-05,365.4,213.71999999999997
769,77,4,2,366.94,0.0,733.88,Menu Item 004,4,367.0,151.68,4,Completed,2025-09-05,733.88,430.52
770,77,104,1,384.67,0.0,384.67,Menu Item 104,4,386.0,167.96,4,Completed,2025-09-05,384.67,216.71
771,78,19,1,309.12,0.0,309.12,Menu Item 019,9,311.0,179.99,19,Completed,2025-11-06,309.12,129.13
772,78,139,1,237.21,0.0,237.21,Menu Item 139,9,234.0,127.54,19,Completed,2025-11-06,237.21,109.67
773,78,139,1,240.42,0.0,240.42,Menu Item 139,9,234.0,127.54,19,Completed,2025-11-06,240.42,112.87999999999998
774,78,79,2,203.86,0.0,407.72,Menu Item 079,9,203.0,130.5,19,Completed,2025-11-06,407.72,146.72000000000003
775,78,119,2,242.49,0.0,484.98,Menu Item 119,9,242.0,104.64,19,Completed,2025-11-06,484.98,275.70000000000005
776,78,119,1,247.79,0.0,247.79,Menu Item 119,9,242.0,104.64,19,Completed,2025-11-06,247.79,143.14999999999998
777,78,19,1,321.71,0.0,321.71,Menu Item 019,9,311.0,179.99,19,Completed,2025-11-06,321.71,141.71999999999997
778,78,139,1,228.47,0.0,228.47,Menu Item 139,9,234.0,127.54,19,Completed,2025-11-06,228.47,100.92999999999999
779,78,119,1,239.93,0.0,239.93,Menu Item 119,9,242.0,104.64,19,Completed,2025-11-06,239.93,135.29000000000002
780,78,79,2,197.89,0.0,395.78,Menu Item 079,9,203.0,130.5,19,Completed,2025-11-06,395.78,134.77999999999997
781,79,98,1,688.96,0.0,688.96,Menu Item 098,8,680.0,373.65,18,Completed,2025-07-05,688.96,315.31000000000006
782,79,118,1,535.03,0.0,535.03,Menu Item 118,8,533.0,309.0,18,Completed,2025-07-05,535.03,226.02999999999997
783,79,78,1,404.72,0.0,404.72,Menu Item 078,8,408.0,256.11,18,Completed,2025-07-05,404.72,148.61
784,79,118,1,528.43,0.0,528.43,Menu Item 118,8,533.0,309.0,18,Completed,2025-07-05,528.43,219.42999999999995
785,79,58,1,593.41,0.0,593.41,Menu Item 058,8,573.0,360.25,18,Completed,2025-07-05,593.41,233.15999999999997
786,79,78,3,427.09,0.0,1281.27,Menu Item 078,8,408.0,256.11,18,Completed,2025-07-05,1281.27,512.9399999999999
787,79,98,1,668.91,0.0,668.91,Menu Item 098,8,680.0,373.65,18,Completed,2025-07-05,668.91,295.26
788,79,118,1,531.89,0.0,531.89,Menu Item 118,8,533.0,309.0,18,Completed,2025-07-05,531.89,222.89
789,79,78,2,398.3,0.0,796.6,Menu Item 078,8,408.0,256.11,18,Completed,2025-07-05,796.6,284.38
790,79,118,2,558.37,0.0,1116.74,Menu Item 118,8,533.0,309.0,18,Completed,2025-07-05,1116.74,498.74
791,80,112,4,1810.26,0.0,7241.04,Menu Item 112,2,1760.0,861.28,12,Completed,2025-08-08,7241.04,3795.92
792,80,112,2,1765.93,0.0,3531.86,Menu Item 112,2,1760.0,861.28,12,Completed,2025-08-08,3531.86,1809.3000000000002
793,80,72,2,736.42,0.0,1472.84,Menu Item 072,2,719.0,275.78,12,Completed,2025-08-08,1472.84,921.28
794,80,132,1,1850.52,0.0,1850.52,Menu Item 132,2,1793.0,642.06,12,Completed,2025-08-08,1850.52,1208.46
795,80,132,1,1857.39,0.0,1857.39,Menu Item 132,2,1793.0,642.06,12,Completed,2025-08-08,1857.39,1215.3300000000002
796,80,112,1,1825.84,0.0,1825.84,Menu Item 112,2,1760.0,861.28,12,Completed,2025-08-08,1825.84,964.56
797,80,12,1,1528.95,0.0,1528.95,Menu Item 012,2,1481.0,783.1,12,Completed,2025-08-08,1528.95,745.85
798,80,72,1,706.75,176.69,706.75,Menu Item 072,2,719.0,275.78,12,Completed,2025-08-08,530.06,254.27999999999997
799,80,72,2,719.7,0.0,1439.4,Menu Item 072,2,719.0,275.78,12,Completed,2025-08-08,1439.4,887.8400000000001
800,80,132,3,1872.0,0.0,5616.0,Menu Item 132,2,1793.0,642.06,12,Completed,2025-08-08,5616.0,3689.82
801,81,98,1,648.6,0.0,648.6,Menu Item 098,8,680.0,373.65,18,Completed,2025-12-14,648.6,274.95000000000005
802,81,98,1,646.9,0.0,646.9,Menu Item 098,8,680.0,373.65,18,Completed,2025-12-14,646.9,273.25
803,81,118,1,552.24,0.0,552.24,Menu Item 118,8,533.0,309.0,18,Completed,2025-12-14,552.24,243.24
804,81,18,2,571.45,0.0,1142.9,Menu Item 018,8,555.0,334.39,18,Completed,2025-12-14,1142.9,474.1200000000001
805,81,98,1,696.75,0.0,696.75,Menu Item 098,8,680.0,373.65,18,Completed,2025-12-14,696.75,323.1
806,81,38,1,655.1,0.0,655.1,Menu Item 038,8,662.0,376.32,18,Completed,2025-12-14,655.1,278.78000000000003
807,81,98,4,683.84,0.0,2735.36,Menu Item 098,8,680.0,373.65,18,Completed,2025-12-14,2735.36,1240.7600000000002
808,81,118,2,519.98,0.0,1039.96,Menu Item 118,8,533.0,309.0,18,Completed,2025-12-14,1039.96,421.96000000000004
809,81,118,1,520.11,0.0,520.11,Menu Item 118,8,533.0,309.0,18,Completed,2025-12-14,520.11,211.11
810,81,58,1,550.31,0.0,550.31,Menu Item 058,8,573.0,360.25,18,Completed,2025-12-14,550.31,190.05999999999995
811,82,21,2,763.64,0.0,1527.28,Menu Item 021,1,764.0,322.28,1,Completed,2025-11-20,1527.28,882.72
812,82,1,2,918.25,0.0,1836.5,Menu Item 001,1,923.0,428.12,1,Completed,2025-11-20,1836.5,980.26
813,82,21,2,777.15,0.0,1554.3,Menu Item 021,1,764.0,322.28,1,Completed,2025-11-20,1554.3,909.74
814,82,101,1,674.8,0.0,674.8,Menu Item 101,1,665.0,318.51,1,Completed,2025-11-20,674.8,356.28999999999996
815,82,101,1,673.76,0.0,673.76,Menu Item 101,1,665.0,318.51,1,Completed,2025-11-20,673.76,355.25
816,82,141,4,455.71,0.0,1822.84,Menu Item 141,1,470.0,252.11,1,Completed,2025-11-20,1822.84,814.3999999999999
817,82,41,1,541.72,0.0,541.72,Menu Item 041,1,527.0,254.51,1,Completed,2025-11-20,541.72,287.21000000000004
818,82,1,1,898.79,0.0,898.79,Menu Item 001,1,923.0,428.12,1,Completed,2025-11-20,898.79,470.66999999999996
819,82,1,1,952.92,0.0,952.92,Menu Item 001,1,923.0,428.12,1,Completed,2025-11-20,952.92,524.8
820,82,41,3,508.47,0.0,1525.41,Menu Item 041,1,527.0,254.51,1,Completed,2025-11-20,1525.41,761.8800000000001
841,85,69,1,254.7,0.0,254.7,Menu Item 069,9,261.0,94.8,9,Completed,2025-09-22,254.7,159.89999999999998
842,85,129,1,229.44,0.0,229.44,Menu Item 129,9,232.0,100.2,9,Completed,2025-09-22,229.44,129.24
843,85,69,2,267.68,0.0,535.36,Menu Item 069,9,261.0,94.8,9,Completed,2025-09-22,535.36,345.76
844,85,69,1,265.31,0.0,265.31,Menu Item 069,9,261.0,94.8,9,Completed,2025-09-22,265.31,170.51
845,85,69,2,262.64,0.0,525.28,Menu Item 069,9,261.0,94.8,9,Completed,2025-09-22,525.28,335.67999999999995
846,85,69,1,249.3,0.0,249.3,Menu Item 069,9,261.0,94.8,9,Completed,2025-09-22,249.3,154.5
847,85,129,1,228.68,0.0,228.68,Menu Item 129,9,232.0,100.2,9,Completed,2025-09-22,228.68,128.48000000000002
848,85,149,1,410.26,0.0,410.26,Menu Item 149,9,409.0,239.18,9,Completed,2025-09-22,410.26,171.07999999999998
849,85,109,2,492.11,0.0,984.22,Menu Item 109,9,476.0,221.43,9,Completed,2025-09-22,984.22,541.36
850,85,29,1,150.14,0.0,150.14,Menu Item 029,9,152.0,68.62,9,Completed,2025-09-22,150.14,81.51999999999998
851,86,14,2,423.32,0.0,846.64,Menu Item 014,4,417.0,231.23,14,Completed,2025-06-28,846.64,384.18
852,86,114,1,860.39,0.0,860.39,Menu Item 114,4,843.0,544.89,14,Completed,2025-06-28,860.39,315.5
853,86,114,2,856.17,0.0,1712.34,Menu Item 114,4,843.0,544.89,14,Completed,2025-06-28,1712.34,622.56
854,86,34,1,799.26,0.0,799.26,Menu Item 034,4,784.0,464.32,14,Completed,2025-06-28,799.26,334.94
855,86,114,1,858.97,0.0,858.97,Menu Item 114,4,843.0,544.89,14,Completed,2025-06-28,858.97,314.08000000000004
856,86,114,1,842.2,0.0,842.2,Menu Item 114,4,843.0,544.89,14,Completed,2025-06-28,842.2,297.31000000000006
857,86,54,1,338.22,0.0,338.22,Menu Item 054,4,340.0,182.18,14,Completed,2025-06-28,338.22,156.04000000000002
858,86,54,1,336.72,0.0,336.72,Menu Item 054,4,340.0,182.18,14,Completed,2025-06-28,336.72,154.54000000000002
859,86,14,4,401.37,0.0,1605.48,Menu Item 014,4,417.0,231.23,14,Completed,2025-06-28,1605.48,680.5600000000001
860,86,74,1,451.32,0.0,451.32,Menu Item 074,4,430.0,155.9,14,Completed,2025-06-28,451.32,295.41999999999996
881,89,143,1,637.95,0.0,637.95,Menu Item 143,3,612.0,355.0,3,Completed,2025-03-09,637.95,282.95000000000005
882,89,63,1,902.58,0.0,902.58,Menu Item 063,3,891.0,313.94,3,Completed,2025-03-09,902.58,588.6400000000001
883,89,123,3,783.54,0.0,2350.62,Menu Item 123,3,774.0,365.54,3,Completed,2025-03-09,2350.62,1253.9999999999998
884,89,43,1,777.56,0.0,777.56,Menu Item 043,3,766.0,379.7,3,Completed,2025-03-09,777.56,397.85999999999996
885,89,123,1,751.16,0.0,751.16,Menu Item 123,3,774.0,365.54,3,Completed,2025-03-09,751.16,385.61999999999995
886,89,43,1,746.44,0.0,746.44,Menu Item 043,3,766.0,379.7,3,Completed,2025-03-09,746.44,366.74000000000007
887,89,43,1,753.1,0.0,753.1,Menu Item 043,3,766.0,379.7,3,Completed,2025-03-09,753.1,373.40000000000003
888,89,3,1,396.12,0.0,396.12,Menu Item 003,3,382.0,225.96,3,Completed,2025-03-09,396.12,170.16
889,89,103,1,798.54,0.0,798.54,Menu Item 103,3,834.0,490.49,3,Completed,2025-03-09,798.54,308.04999999999995
890,89,3,2,366.1,0.0,732.2,Menu Item 003,3,382.0,225.96,3,Completed,2025-03-09,732.2,280.28000000000003
901,91,139,1,242.11,0.0,242.11,Menu Item 139,9,234.0,127.54,19,Completed,2025-04-15,242.11,114.57000000000001
902,91,79,1,193.76,0.0,193.76,Menu Item 079,9,203.0,130.5,19,Completed,2025-04-15,193.76,63.25999999999999
904,91,139,2,238.33,0.0,476.66,Menu Item 139,9,234.0,127.54,19,Completed,2025-04-15,476.66,221.58
905,91,139,1,225.73,0.0,225.73,Menu Item 139,9,234.0,127.54,19,Completed,2025-04-15,225.73,98.18999999999998
906,91,119,4,242.82,0.0,971.28,Menu Item 119,9,242.0,104.64,19,Completed,2025-04-15,971.28,552.72
