order_id,customer_id,restaurant_id,order_date,order_time,order_status,order_channel,payment_method,promotion_id,total_amount,restaurant_name,restaurant_type,location_id,city_area,gender,preferred_channel,promotion_name,promotion_type
4182,14072,4,2025-11-16,14:33:00,Completed,Takeaway,Card,5,4426.3,Restaurant 004,Cafe,4,West-4,Other,Website/App,Promotion 005,Percentage Discount
4183,32708,2,2025-06-13,20:54:00,Completed,Website/App,Cash,,20842.87,Restaurant 002,Casual Dining,2,South-2,Male,Takeaway,,
4184,8706,17,2025-01-13,12:09:00,Completed,Takeaway,Online Wallet,,11918.23,Restaurant 017,Casual Dining,17,Clifton-17,Female,Dine-in,,
4185,4917,1,2025-02-25,13:10:00,Completed,Third-party Delivery,Online Wallet,,13478.6,Restaurant 001,Casual Dining,1,North-1,Other,Website/App,,
4187,11566,11,2025-03-07,18:27:00,Completed,Dine-in,Online Wallet,,10374.37,Restaurant 011,Cafe,11,North-11,Male,Website/App,,
4188,9691,17,2025-11-28,12:25:00,Completed,Dine-in,Card,,10039.82,Restaurant 017,Casual Dining,17,Clifton-17,Male,Website/App,,
4189,6100,18,2025-11-28,19:59:00,Completed,Takeaway,Cash,,6347.52,Restaurant 018,Fast Food,18,Gulshan-18,Female,Takeaway,,
4190,20890,5,2025-12-16,20:57:00,Completed,Takeaway,Online Wallet,,13267.77,Restaurant 005,Casual Dining,5,Central-5,Male,Takeaway,,
4191,49686,16,2025-08-10,13:15:00,Completed,Website/App,Card,,11650.03,Restaurant 016,Cafe,16,Garden-16,Other,Takeaway,,
4192,41500,15,2025-03-16,12:36:00,Completed,Dine-in,Online Wallet,,19450.45,Restaurant 015,Fast Food,15,Central-15,Other,Third-party Delivery,,
4194,25591,10,2025-08-23,13:36:00,Completed,Takeaway,Card,,6625.55,Restaurant 010,Family Restaurant,10,Korangi-10,Female,Third-party Delivery,,
4195,42906,15,2025-07-26,18:45:00,Completed,Takeaway,Cash,,12455.12,Restaurant 015,Fast Food,15,Central-15,Other,Takeaway,,
4197,2749,3,2025-10-14,19:10:00,Completed,Dine-in,Card,,9226.5,Restaurant 003,Fast Food,3,East-3,Female,Website/App,,
4198,40723,1,2025-05-06,21:54:00,Completed,Takeaway,Online Wallet,61,10681.72,Restaurant 001,Casual Dining,1,North-1,Other,Dine-in,Promotion 061,Bundle
4199,17981,2,2025-06-16,20:21:00,Completed,Takeaway,Cash,,13857.25,Restaurant 002,Casual Dining,2,South-2,Male,Website/App,,
4200,36415,7,2025-08-29,21:22:00,Completed,Takeaway,Cash,,11697.71,Restaurant 007,Casual Dining,7,Clifton-7,Female,Third-party Delivery,,
4202,33039,8,2025-06-01,12:03:00,Completed,Website/App,Card,,8531.11,Restaurant 008,Family Restaurant,8,Gulshan-8,Male,Dine-in,,
4203,7715,1,2025-04-27,18:46:00,Completed,Dine-in,Card,,10045.68,Restaurant 001,Casual Dining,1,North-1,Female,Website/App,,
4204,30174,12,2025-05-23,21:15:00,Completed,Takeaway,Online Wallet,,27121.47,Restaurant 012,Fast Food,12,South-12,Male,Website/App,,
4206,37576,14,2025-06-09,14:55:00,Completed,Dine-in,Card,,7892.85,Restaurant 014,Cafe,14,West-14,Female,Third-party Delivery,,
4208,14989,9,2025-07-17,13:51:00,Completed,Third-party Delivery,Online Wallet,,4906.92,Restaurant 009,Cafe,9,Defence-9,Male,Takeaway,,
4209,23405,7,2025-06-06,14:21:00,Completed,Takeaway,Online Wallet,,12567.11,Restaurant 007,Casual Dining,7,Clifton-7,Male,Third-party Delivery,,
4210,37608,3,2025-04-05,21:06:00,Completed,Takeaway,Card,,12074.13,Restaurant 003,Fast Food,3,East-3,Other,Takeaway,,
4211,25380,16,2025-12-14,19:03:00,Completed,Third-party Delivery,Online Wallet,,10486.7,Restaurant 016,Cafe,16,Garden-16,Other,Dine-in,,
4212,20767,1,2025-03-16,14:05:00,Completed,Website/App,Card,,12008.06,Restaurant 001,Casual Dining,1,North-1,Female,Takeaway,,
4213,23097,5,2025-08-09,17:27:00,Completed,Website/App,Cash,,23612.26,Restaurant 005,Casual Dining,5,Central-5,Male,Website/App,,
4214,2074,11,2025-08-31,14:31:00,Completed,Third-party Delivery,Online Wallet,,10934.6,Restaurant 011,Cafe,11,North-11,Other,Dine-in,,
4215,5452,16,2025-09-16,21:12:00,Completed,Dine-in,Card,,15800.4,Restaurant 016,Cafe,16,Garden-16,Male,Dine-in,,
4216,33212,10,2025-06-02,22:41:00,Completed,Dine-in,Cash,,4012.76,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Dine-in,,
4217,5630,3,2025-03-11,18:18:00,Completed,Takeaway,Card,,8860.27,Restaurant 003,Fast Food,3,East-3,Other,Website/App,,
4218,36193,6,2025-01-12,18:59:00,Completed,Website/App,Card,108,12928.25,Restaurant 006,Fast Food,6,Garden-6,Male,Dine-in,Promotion 108,Percentage Discount
4220,18442,7,2025-12-30,13:51:00,Completed,Third-party Delivery,Online Wallet,,11418.25,Restaurant 007,Casual Dining,7,Clifton-7,Male,Third-party Delivery,,
4221,23520,19,2025-10-05,20:59:00,Completed,Takeaway,Card,,2958.42,Restaurant 019,Fast Food,19,Defence-19,Female,Website/App,,
4222,26943,15,2025-05-13,12:43:00,Completed,Takeaway,,111,20918.04,Restaurant 015,Fast Food,15,Central-15,Female,Third-party Delivery,Promotion 111,Seasonal
4223,17664,13,2025-06-24,18:46:00,Completed,Dine-in,Cash,,7135.55,Restaurant 013,Cafe,13,East-13,Female,Third-party Delivery,,
4224,37777,19,2025-12-07,19:04:00,Completed,Website/App,Card,,3511.56,Restaurant 019,Fast Food,19,Defence-19,Male,Third-party Delivery,,
4225,48471,16,2025-08-04,15:35:00,Completed,Third-party Delivery,Cash,,15946.68,Restaurant 016,Cafe,16,Garden-16,Other,Website/App,,
4226,5519,4,2025-05-21,18:31:00,Completed,Website/App,Online Wallet,,7377.63,Restaurant 004,Cafe,4,West-4,Female,Dine-in,,
4227,37183,20,2025-02-16,18:46:00,Completed,Dine-in,Card,58,5201.12,Restaurant 020,Fast Food,20,Korangi-20,Female,Takeaway,Promotion 058,Percentage Discount
4228,1758,13,2025-02-25,19:20:00,Completed,Dine-in,Card,,7846.53,Restaurant 013,Cafe,13,East-13,Female,Takeaway,,
4229,21637,5,2025-08-28,22:31:00,Completed,Third-party Delivery,Online Wallet,,24375.56,Restaurant 005,Casual Dining,5,Central-5,Male,Third-party Delivery,,
4231,25464,13,2025-07-18,12:35:00,Completed,Dine-in,Card,,8864.65,Restaurant 013,Cafe,13,East-13,Female,Takeaway,,
4233,21096,3,2025-02-02,15:28:00,Completed,Takeaway,Cash,18,11552.34,Restaurant 003,Fast Food,3,East-3,Male,Takeaway,Promotion 018,Seasonal
4234,31012,1,2025-11-09,21:50:00,Completed,Website/App,Cash,,9768.68,Restaurant 001,Casual Dining,1,North-1,Female,Website/App,,
4235,40228,2,2025-02-05,21:56:00,Completed,Takeaway,Cash,36,15859.79,Restaurant 002,Casual Dining,2,South-2,Female,Dine-in,Promotion 036,Bundle
4236,9481,20,2025-11-16,12:12:00,Completed,Website/App,Online Wallet,,5846.36,Restaurant 020,Fast Food,20,Korangi-20,Other,Takeaway,,
4237,20690,9,2025-10-06,21:57:00,Completed,Dine-in,Online Wallet,,4649.11,Restaurant 009,Cafe,9,Defence-9,Male,Website/App,,
4238,33045,16,2025-01-31,18:17:00,Completed,Dine-in,Online Wallet,,16551.79,Restaurant 016,Cafe,16,Garden-16,Female,Dine-in,,
4239,32158,7,2025-07-10,14:26:00,Completed,Website/App,Card,,12189.47,Restaurant 007,Casual Dining,7,Clifton-7,Female,Website/App,,
4240,29334,3,2025-06-12,15:06:00,Completed,Dine-in,Card,,9779.61,Restaurant 003,Fast Food,3,East-3,Female,Third-party Delivery,,
4241,40781,18,2025-05-01,18:54:00,Completed,Dine-in,Card,,7411.06,Restaurant 018,Fast Food,18,Gulshan-18,Other,Takeaway,,
4243,11934,7,2025-06-26,19:10:00,Completed,Takeaway,Online Wallet,16,9394.6,Restaurant 007,Casual Dining,7,Clifton-7,Other,Website/App,Promotion 016,Percentage Discount
4245,35512,2,2025-09-08,22:03:00,Completed,Website/App,Online Wallet,,14932.69,Restaurant 002,Casual Dining,2,South-2,Male,Dine-in,,
4246,35944,11,2025-12-11,20:06:00,Completed,Dine-in,Cash,,10355.17,Restaurant 011,Cafe,11,North-11,Female,Dine-in,,
4247,33038,1,2025-12-09,09:59:00,Completed,Dine-in,Cash,,10591.7,Restaurant 001,Casual Dining,1,North-1,Male,Third-party Delivery,,
4249,25279,16,2025-09-17,18:18:00,Completed,Dine-in,Card,,11428.43,Restaurant 016,Cafe,16,Garden-16,Male,Third-party Delivery,,
4250,31347,19,2025-02-05,20:47:00,Completed,Takeaway,Card,,2950.59,Restaurant 019,Fast Food,19,Defence-19,Male,Dine-in,,
4251,43345,13,2025-11-10,13:52:00,Completed,Dine-in,Card,,7372.24,Restaurant 013,Cafe,13,East-13,Male,Website/App,,
4252,8855,18,2025-03-22,19:23:00,Completed,Third-party Delivery,Card,,6836.23,Restaurant 018,Fast Food,18,Gulshan-18,Male,Website/App,,
4253,13066,17,2025-07-17,13:51:00,Completed,Takeaway,Card,75,7592.87,Restaurant 017,Casual Dining,17,Clifton-17,Female,Third-party Delivery,Promotion 075,Seasonal
4255,22946,5,2025-05-08,12:53:00,Completed,Takeaway,Online Wallet,,15958.84,Restaurant 005,Casual Dining,5,Central-5,Other,Website/App,,
4256,29187,10,2025-06-29,17:42:00,Completed,Third-party Delivery,Online Wallet,,10111.46,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Website/App,,
4257,8268,17,2025-05-03,14:35:00,Completed,Dine-in,Cash,,10379.56,Restaurant 017,Casual Dining,17,Clifton-17,Male,Takeaway,,
4258,10641,20,2025-05-22,19:16:00,Completed,Third-party Delivery,Card,,7135.74,Restaurant 020,Fast Food,20,Korangi-20,Male,Dine-in,,
4259,32741,16,2025-12-27,16:39:00,Completed,Third-party Delivery,Online Wallet,,10008.8,Restaurant 016,Cafe,16,Garden-16,Male,Dine-in,,
4260,15895,18,2025-12-17,17:59:00,Completed,Dine-in,Online Wallet,,5657.74,Restaurant 018,Fast Food,18,Gulshan-18,Male,Third-party Delivery,,
4261,38437,2,2025-11-08,15:18:00,Completed,Website/App,Online Wallet,,19067.08,Restaurant 002,Casual Dining,2,South-2,Other,Takeaway,,
4263,23530,4,2025-04-13,12:28:00,Completed,Dine-in,Card,73,7392.56,Restaurant 004,Cafe,4,West-4,Female,Takeaway,Promotion 073,Percentage Discount
4265,11157,12,2025-01-16,13:18:00,Completed,Takeaway,Card,,26058.48,Restaurant 012,Fast Food,12,South-12,Other,Takeaway,,
4267,33411,17,2025-04-27,18:35:00,Completed,Takeaway,Cash,,9986.16,Restaurant 017,Casual Dining,17,Clifton-17,Male,Third-party Delivery,,
4268,40217,11,2025-08-06,18:09:00,Completed,Website/App,Online Wallet,,10843.3,Restaurant 011,Cafe,11,North-11,Female,Takeaway,,
4269,15186,19,2025-03-09,19:52:00,Completed,Third-party Delivery,Card,,3953.75,Restaurant 019,Fast Food,19,Defence-19,Male,Third-party Delivery,,
4270,20651,6,2025-05-31,16:54:00,Completed,Website/App,Cash,,11689.71,Restaurant 006,Fast Food,6,Garden-6,Male,Takeaway,,
4271,11848,13,2025-12-28,18:38:00,Completed,Dine-in,Online Wallet,62,8579.29,Restaurant 013,Cafe,13,East-13,Male,Dine-in,Promotion 062,Seasonal
4272,8556,1,2025-09-24,12:04:00,Completed,Takeaway,Online Wallet,105,9689.88,Restaurant 001,Casual Dining,1,North-1,Other,Third-party Delivery,Promotion 105,Percentage Discount
4273,17981,8,2025-07-25,12:43:00,Completed,Website/App,Cash,,8655.92,Restaurant 008,Family Restaurant,8,Gulshan-8,Male,Website/App,,
4274,37883,17,2025-02-14,16:45:00,Completed,Takeaway,Card,,11978.71,Restaurant 017,Casual Dining,17,Clifton-17,Other,Dine-in,,
4275,2974,9,2025-11-17,21:48:00,Completed,Dine-in,Card,,3368.27,Restaurant 009,Cafe,9,Defence-9,Male,Takeaway,,
4276,23910,20,2025-11-11,21:03:00,Completed,Dine-in,Online Wallet,84,7127.09,Restaurant 020,Fast Food,20,Korangi-20,Male,Third-party Delivery,Promotion 084,Seasonal
4277,47903,14,2025-05-03,19:22:00,Completed,Website/App,Online Wallet,,10989.44,Restaurant 014,Cafe,14,West-14,Male,Dine-in,,
4278,49295,17,2025-12-31,14:58:00,Completed,Website/App,Cash,,15783.17,Restaurant 017,Casual Dining,17,Clifton-17,Male,Dine-in,,
4279,28262,20,2025-09-01,15:49:00,Completed,Website/App,Online Wallet,,4764.58,Restaurant 020,Fast Food,20,Korangi-20,Female,Website/App,,
4280,1926,3,2025-05-30,19:05:00,Completed,Third-party Delivery,Cash,,11114.47,Restaurant 003,Fast Food,3,East-3,Female,Third-party Delivery,,
4281,25689,5,2025-05-03,14:29:00,Completed,Dine-in,Cash,,15157.71,Restaurant 005,Casual Dining,5,Central-5,Other,Takeaway,,
4282,32130,9,2025-08-15,18:41:00,Completed,Takeaway,Cash,,5619.26,Restaurant 009,Cafe,9,Defence-9,Other,Takeaway,,
4283,25557,10,2025-02-23,21:51:00,Completed,Third-party Delivery,Online Wallet,,6190.19,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Dine-in,,
4284,8283,16,2025-12-06,13:48:00,Completed,Dine-in,Card,,15807.38,Restaurant 016,Cafe,16,Garden-16,Other,Website/App,,
4285,3292,6,2025-08-24,19:59:00,Completed,Website/App,Online Wallet,,17380.91,Restaurant 006,Fast Food,6,Garden-6,Male,Third-party Delivery,,
4286,16220,11,2025-04-30,14:04:00,Completed,Third-party Delivery,Card,,11165.93,Restaurant 011,Cafe,11,North-11,Male,Takeaway,,
4288,27915,10,2025-09-10,12:41:00,Completed,Third-party Delivery,Card,,6199.89,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Takeaway,,
4289,45731,3,2025-04-18,16:08:00,Completed,Website/App,Card,,10758.93,Restaurant 003,Fast Food,3,East-3,Male,Website/App,,
4290,27864,14,2025-12-19,15:32:00,Completed,Third-party Delivery,Card,,13357.47,Restaurant 014,Cafe,14,West-14,Female,Takeaway,,
4291,20302,19,2025-06-01,16:53:00,Completed,Website/App,Cash,,2812.92,Restaurant 019,Fast Food,19,Defence-19,Other,Dine-in,,
4292,40572,9,2025-01-30,21:09:00,Completed,Takeaway,Cash,,6720.76,Restaurant 009,Cafe,9,Defence-9,Other,Third-party Delivery,,
4293,25387,1,2025-06-07,15:55:00,Completed,Website/App,Online Wallet,,9663.8,Restaurant 001,Casual Dining,1,North-1,Male,Takeaway,,
4294,42289,7,2025-08-07,21:11:00,Completed,Website/App,Cash,,9604.71,Restaurant 007,Casual Dining,7,Clifton-7,Male,Third-party Delivery,,
4297,27750,5,2025-11-15,14:33:00,Completed,Third-party Delivery,Online Wallet,60,11117.31,Restaurant 005,Casual Dining,5,Central-5,Female,Third-party Delivery,Promotion 060,Bundle
4298,46020,5,2025-09-23,19:40:00,Completed,Website/App,Online Wallet,118,16786.22,Restaurant 005,Casual Dining,5,Central-5,Female,Dine-in,Promotion 118,Percentage Discount
4299,19199,6,2025-11-19,18:15:00,Completed,Dine-in,Online Wallet,,15978.7,Restaurant 006,Fast Food,6,Garden-6,Female,Dine-in,,
4300,36779,14,2025-07-21,15:26:00,Completed,Takeaway,Cash,,5257.06,Restaurant 014,Cafe,14,West-14,Female,Website/App,,
4301,26639,9,2025-07-26,12:03:00,Completed,Dine-in,Cash,,5262.23,Restaurant 009,Cafe,9,Defence-9,Other,Third-party Delivery,,
4304,34533,9,2025-11-02,19:35:00,Completed,Takeaway,Online Wallet,,5796.05,Restaurant 009,Cafe,9,Defence-9,Male,Third-party Delivery,,
4305,10636,8,2025-11-17,12:33:00,Completed,Dine-in,Cash,,7113.55,Restaurant 008,Family Restaurant,8,Gulshan-8,Female,Dine-in,,
4306,13682,17,2025-06-02,19:05:00,Completed,Dine-in,Cash,,13265.34,Restaurant 017,Casual Dining,17,Clifton-17,Male,Website/App,,
4307,44977,8,2025-06-22,17:32:00,Completed,Third-party Delivery,Card,,5841.54,Restaurant 008,Family Restaurant,8,Gulshan-8,Male,Dine-in,,
4308,48029,19,2025-10-23,20:48:00,Completed,Website/App,Cash,,4351.23,Restaurant 019,Fast Food,19,Defence-19,Female,Dine-in,,
4309,28807,4,2025-08-30,16:28:00,Completed,Takeaway,Card,,8246.26,Restaurant 004,Cafe,4,West-4,Other,Third-party Delivery,,
4311,19804,14,2025-03-20,20:37:00,Completed,Third-party Delivery,Cash,,8643.81,Restaurant 014,Cafe,14,West-14,Female,Takeaway,,
4312,8288,19,2025-05-13,22:58:00,Completed,Website/App,Card,,4604.54,Restaurant 019,Fast Food,19,Defence-19,Male,Third-party Delivery,,
4313,23470,7,2025-02-04,13:53:00,Completed,Takeaway,Card,,13293.06,Restaurant 007,Casual Dining,7,Clifton-7,Other,Third-party Delivery,,
4314,47865,1,2025-11-13,22:40:00,Completed,Third-party Delivery,Cash,67,12200.42,Restaurant 001,Casual Dining,1,North-1,Male,Takeaway,Promotion 067,Percentage Discount
4315,42192,15,2025-10-12,21:09:00,Completed,Takeaway,Card,93,18984.38,Restaurant 015,Fast Food,15,Central-15,Other,Dine-in,Promotion 093,Percentage Discount
4319,13367,13,2025-04-04,19:49:00,Completed,Dine-in,Online Wallet,,8575.6,Restaurant 013,Cafe,13,East-13,Male,Takeaway,,
4320,29390,17,2025-08-22,20:33:00,Completed,Website/App,Card,,10269.7,Restaurant 017,Casual Dining,17,Clifton-17,Female,Takeaway,,
4321,10545,2,2025-04-09,12:30:00,Completed,Dine-in,Card,48,16966.4,Restaurant 002,Casual Dining,2,South-2,Other,Third-party Delivery,Promotion 048,Percentage Discount
4322,24526,5,2025-07-23,21:20:00,Completed,Dine-in,Cash,,10151.74,Restaurant 005,Casual Dining,5,Central-5,Other,Takeaway,,
4324,12426,4,2025-02-08,14:54:00,Completed,Dine-in,Card,,8944.74,Restaurant 004,Cafe,4,West-4,Other,Takeaway,,
4325,17435,11,2025-10-20,17:25:00,Completed,Third-party Delivery,Online Wallet,10,12621.72,Restaurant 011,Cafe,11,North-11,Male,Takeaway,Promotion 010,Bundle
4326,24023,3,2025-08-17,21:12:00,Completed,Takeaway,Online Wallet,,8592.71,Restaurant 003,Fast Food,3,East-3,Other,Website/App,,
4327,24834,17,2025-05-02,20:10:00,Completed,Website/App,Card,,11924.72,Restaurant 017,Casual Dining,17,Clifton-17,Male,Website/App,,
4329,8894,9,2025-06-09,11:30:00,Completed,Takeaway,Online Wallet,,4921.97,Restaurant 009,Cafe,9,Defence-9,Other,Website/App,,
4330,30494,10,2025-04-03,21:18:00,Completed,Third-party Delivery,Card,,7484.1,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Takeaway,,
4331,25829,16,2025-09-20,13:49:00,Completed,Dine-in,Cash,,11726.57,Restaurant 016,Cafe,16,Garden-16,Other,Third-party Delivery,,
4332,38719,15,2025-02-03,13:44:00,Completed,Third-party Delivery,Cash,,15887.05,Restaurant 015,Fast Food,15,Central-15,Male,Dine-in,,
4333,45391,5,2025-01-27,19:14:00,Completed,Dine-in,Card,,16673.07,Restaurant 005,Casual Dining,5,Central-5,Female,Website/App,,
4334,35333,19,2025-06-28,22:19:00,Completed,Third-party Delivery,Card,,5203.26,Restaurant 019,Fast Food,19,Defence-19,Male,Third-party Delivery,,
4335,34039,15,2025-12-04,21:34:00,Completed,Third-party Delivery,Cash,,27346.86,Restaurant 015,Fast Food,15,Central-15,Other,Third-party Delivery,,
4336,3546,14,2025-07-28,20:42:00,Completed,Website/App,Cash,114,7806.49,Restaurant 014,Cafe,14,West-14,Other,Third-party Delivery,Promotion 114,Percentage Discount
4337,45783,7,2025-05-19,21:04:00,Completed,Third-party Delivery,Card,16,10258.47,Restaurant 007,Casual Dining,7,Clifton-7,Female,Dine-in,Promotion 016,Percentage Discount
4339,14452,4,2025-07-27,18:02:00,Completed,Third-party Delivery,Online Wallet,,9451.31,Restaurant 004,Cafe,4,West-4,Male,Website/App,,
4342,23454,19,2025-07-06,12:07:00,Completed,Third-party Delivery,Cash,,3187.04,Restaurant 019,Fast Food,19,Defence-19,Other,Third-party Delivery,,
4343,15239,5,2025-02-12,14:28:00,Completed,Takeaway,Online Wallet,,14403.01,Restaurant 005,Casual Dining,5,Central-5,Male,Website/App,,
4344,20078,7,2025-11-27,20:23:00,Completed,Takeaway,Cash,77,14922.77,Restaurant 007,Casual Dining,7,Clifton-7,Female,Third-party Delivery,Promotion 077,Bundle
4345,31503,1,2025-03-04,17:01:00,Completed,Third-party Delivery,Card,,10603.61,Restaurant 001,Casual Dining,1,North-1,Female,Website/App,,
4346,46976,19,2025-08-30,21:32:00,Completed,Takeaway,Cash,,2981.68,Restaurant 019,Fast Food,19,Defence-19,Other,Third-party Delivery,,
4347,13110,3,2025-07-28,20:59:00,Completed,Website/App,Cash,26,9379.9,Restaurant 003,Fast Food,3,East-3,Other,Dine-in,Promotion 026,Bundle
4348,48377,17,2025-03-29,13:29:00,Completed,Dine-in,Cash,,11245.01,Restaurant 017,Casual Dining,17,Clifton-17,Female,Takeaway,,
4350,28363,3,2025-04-08,20:41:00,Completed,Takeaway,Cash,,8704.29,Restaurant 003,Fast Food,3,East-3,Other,Takeaway,,
4351,4310,6,2025-12-28,17:31:00,Completed,Dine-in,Cash,7,14251.12,Restaurant 006,Fast Food,6,Garden-6,Female,Website/App,Promotion 007,Bundle
4352,3441,12,2025-09-04,21:14:00,Completed,Third-party Delivery,Card,,21409.55,Restaurant 012,Fast Food,12,South-12,Female,Website/App,,
4353,46401,18,2025-03-30,15:31:00,Completed,Dine-in,Card,,6022.04,Restaurant 018,Fast Food,18,Gulshan-18,Male,Website/App,,
4354,11208,6,2025-12-09,20:15:00,Completed,Takeaway,,71,18248.98,Restaurant 006,Fast Food,6,Garden-6,Female,Website/App,Promotion 071,Percentage Discount
4355,9750,4,2025-07-11,16:06:00,Completed,Third-party Delivery,Online Wallet,,8343.8,Restaurant 004,Cafe,4,West-4,Female,Dine-in,,
4356,45133,18,2025-08-23,12:31:00,Completed,Dine-in,Cash,,9156.3,Restaurant 018,Fast Food,18,Gulshan-18,Other,Website/App,,
4357,7383,14,2025-09-08,18:59:00,Completed,Takeaway,Card,,8650.3,Restaurant 014,Cafe,14,West-14,Other,Dine-in,,
4358,29839,13,2025-03-06,21:12:00,Completed,Takeaway,Cash,,10355.78,Restaurant 013,Cafe,13,East-13,Male,Dine-in,,
4359,24944,10,2025-11-30,21:55:00,Completed,Website/App,Online Wallet,,10307.55,Restaurant 010,Family Restaurant,10,Korangi-10,Male,Dine-in,,
4360,23563,19,2025-01-31,19:54:00,Completed,Dine-in,Cash,,4108.93,Restaurant 019,Fast Food,19,Defence-19,Female,Dine-in,,
4361,41349,2,2025-01-14,16:40:00,Completed,Dine-in,Online Wallet,,21333.74,Restaurant 002,Casual Dining,2,South-2,Female,Takeaway,,
4362,49575,9,2025-03-08,13:53:00,Completed,Takeaway,Cash,,4770.84,Restaurant 009,Cafe,9,Defence-9,Female,Third-party Delivery,,
4363,10663,16,2025-10-11,17:57:00,Completed,Third-party Delivery,Online Wallet,,9769.51,Restaurant 016,Cafe,16,Garden-16,Female,Dine-in,,
4364,21381,20,2025-06-11,12:24:00,Completed,Takeaway,Online Wallet,,4404.41,Restaurant 020,Fast Food,20,Korangi-20,Female,Website/App,,
4365,12817,10,2025-10-30,13:17:00,Completed,Third-party Delivery,Card,20,7070.07,Restaurant 010,Family Restaurant,10,Korangi-10,Female,Website/App,Promotion 020,Seasonal
4366,19045,5,2025-01-28,19:35:00,Completed,Dine-in,Card,,11172.52,Restaurant 005,Casual Dining,5,Central-5,Female,Third-party Delivery,,
4368,39523,9,2025-03-09,14:22:00,Completed,Takeaway,Online Wallet,,6813.19,Restaurant 009,Cafe,9,Defence-9,Other,Website/App,,
4369,17225,9,2025-11-15,21:13:00,Completed,Third-party Delivery,Online Wallet,,5703.16,Restaurant 009,Cafe,9,Defence-9,Female,Dine-in,,
4370,12646,3,2025-01-19,21:11:00,Completed,Dine-in,Cash,,11106.52,Restaurant 003,Fast Food,3,East-3,Male,Third-party Delivery,,
4371,17117,8,2025-10-30,17:14:00,Completed,Website/App,Online Wallet,35,7387.57,Restaurant 008,Family Restaurant,8,Gulshan-8,Other,Website/App,Promotion 035,Seasonal
4372,2828,2,2025-06-07,12:49:00,Completed,Third-party Delivery,Cash,,17365.26,Restaurant 002,Casual Dining,2,South-2,Female,Third-party Delivery,,
4373,3585,7,2025-08-24,21:10:00,Completed,Third-party Delivery,Cash,,17357.45,Restaurant 007,Casual Dining,7,Clifton-7,Other,Dine-in,,
4374,36293,9,2025-06-15,19:25:00,Completed,Third-party Delivery,Cash,56,4218.49,Restaurant 009,Cafe,9,Defence-9,Other,Third-party Delivery,Promotion 056,Percentage Discount
4375,7335,3,2025-03-28,14:23:00,Completed,Website/App,Online Wallet,,8204.57,Restaurant 003,Fast Food,3,East-3,Female,Dine-in,,
4376,5133,16,2025-10-12,21:39:00,Completed,Takeaway,Cash,,13202.47,Restaurant 016,Cafe,16,Garden-16,Female,Third-party Delivery,,
4377,8514,15,2025-01-07,12:19:00,Completed,Website/App,Card,,20329.78,Restaurant 015,Fast Food,15,Central-15,Male,Third-party Delivery,,
4378,22014,10,2025-09-26,21:36:00,Completed,Third-party Delivery,Cash,,5758.47,Restaurant 010,Family Restaurant,10,Korangi-10,Other,Third-party Delivery,,
4379,7094,2,2025-09-09,14:15:00,Completed,Website/App,Online Wallet,,21379.25,Restaurant 002,Casual Dining,2,South-2,Other,Dine-in,,
4380,25509,13,2025-12-27,14:03:00,Completed,Takeaway,Cash,,8698.92,Restaurant 013,Cafe,13,East-13,Other,Third-party Delivery,,
4381,33202,15,2025-09-20,13:51:00,Completed,Website/App,Cash,,13127.97,Restaurant 015,Fast Food,15,Central-15,Male,Third-party Delivery,,
4382,39022,7,2025-05-15,19:18:00,Completed,Dine-in,Cash,,13202.99,Restaurant 007,Casual Dining,7,Clifton-7,Female,Website/App,,
4383,39873,18,2025-12-06,17:40:00,Completed,Third-party Delivery,Card,,8642.22,Restaurant 018,Fast Food,18,Gulshan-18,Female,Takeaway,,
4384,17547,8,2025-05-27,12:54:00,Completed,Takeaway,Cash,,8375.49,Restaurant 008,Family Restaurant,8,Gulshan-8,Female,Website/App,,
4385,37419,11,2025-12-29,18:30:00,Completed,Takeaway,Online Wallet,,12808.88,Restaurant 011,Cafe,11,North-11,Other,Website/App,,
4386,49961,9,2025-04-05,19:59:00,Completed,Third-party Delivery,Cash,,3653.11,Restaurant 009,Cafe,9,Defence-9,Other,Dine-in,,
4387,15576,16,2025-10-31,13:43:00,Completed,Takeaway,Online Wallet,,11313.79,Restaurant 016,Cafe,16,Garden-16,Male,Third-party Delivery,,
4388,28336,5,2025-10-03,11:46:00,Completed,Website/App,Card,,10970.01,Restaurant 005,Casual Dining,5,Central-5,Other,Website/App,,
4389,48878,18,2025-05-24,20:56:00,Completed,Third-party Delivery,Cash,,6168.44,Restaurant 018,Fast Food,18,Gulshan-18,Other,Third-party Delivery,,
4390,19469,7,2025-03-21,22:45:00,Completed,Dine-in,Cash,,12402.48,Restaurant 007,Casual Dining,7,Clifton-7,Female,Dine-in,,
4392,42375,17,2025-04-23,20:21:00,Completed,Third-party Delivery,Cash,,14309.81,Restaurant 017,Casual Dining,17,Clifton-17,Other,Third-party Delivery,,
4393,29564,7,2025-01-02,17:58:00,Completed,Third-party Delivery,Card,,11776.5,Restaurant 007,Casual Dining,7,Clifton-7,Other,Website/App,,
