order_id,customer_id,restaurant_id,order_date,total_amount,actual_high_value,order_hour,day_of_week_code,order_month,is_weekend,is_promo_order,channel_code,payment_code,basket_size,basket_quantity,avg_unit_price,discount_rate_percentage,total_orders,total_spend,python_predicted_high_value,pipeline_predicted_high_value,pipeline_probability,match,explanation
62987,31655,5,2025-06-25,13648.4,0,21,2,6,False,True,1,2,10,12,1086.882,2.0324611946654207,3.0,38070.18,0,0,0.0,True,
63004,44795,19,2025-07-14,4719.99,0,21,1,7,False,False,3,1,10,16,268.25,0.0,3.0,33574.95,0,0,0.0,True,
63371,33401,10,2025-12-30,5137.74,0,14,0,12,False,False,0,2,11,13,463.5863636363636,4.999980584861627,3.0,33640.73,0,0,0.0,True,
63551,35766,18,2025-02-28,7384.83,0,13,3,2,False,False,0,0,10,13,567.6270000000001,5.000040522250767,2.0,16992.54,0,0,0.0,True,
64210,32914,6,2025-05-01,18859.59,1,20,6,5,False,False,3,0,10,18,1068.576,0.0,3.0,26236.36,1,1,0.66,True,
64968,10822,9,2025-05-14,4606.12,0,21,2,5,False,False,3,2,10,15,351.656,15.000038752780512,3.0,23201.63,0,0,0.0,True,
65249,45132,19,2025-11-02,3617.45,0,16,4,11,True,False,0,1,10,14,246.115,0.0,4.0,42321.31,0,0,0.0,True,
65332,13280,6,2025-02-05,14517.66,0,21,2,2,False,False,3,0,10,13,1038.4599999999998,0.0,3.0,33515.2,0,0,0.0,True,
66069,19305,20,2025-12-31,3806.49,0,13,2,12,False,False,3,2,10,12,308.933,0.0,2.0,16591.03,0,0,0.0,True,
66117,6595,14,2025-01-22,9390.57,0,12,2,1,False,False,1,0,10,17,527.313,0.0,2.0,16254.99,0,0,0.0,True,
66330,17680,6,2025-02-24,12284.04,0,13,1,2,False,False,1,1,10,12,1037.127,10.000007692905372,1.0,12284.04,0,0,0.006666666666666667,True,
66372,41799,18,2025-08-17,7461.21,0,21,4,8,True,True,2,0,10,16,441.351,0.738770184861989,1.0,7461.21,0,0,0.0,True,
66381,7028,10,2025-04-05,5670.68,0,10,5,4,True,False,2,1,10,14,522.712,0.0,2.0,15952.31,0,0,0.0,True,
66738,8018,3,2025-11-03,11907.78,0,14,1,11,False,False,1,0,10,16,772.415,9.999984128017063,5.0,56665.92,0,0,0.0,True,
66843,2123,16,2025-06-19,12364.02,0,19,6,6,False,False,1,0,10,15,853.01,9.999984713710733,1.0,12364.02,0,0,0.0,True,
67130,39825,1,2025-04-16,9904.06,0,12,2,4,False,False,0,1,10,15,737.711,10.000009541538612,2.0,14888.4,0,0,0.0,True,
67616,44484,1,2025-12-30,13321.2,0,13,0,12,False,False,1,2,10,18,753.8689999999999,5.000003744031078,2.0,21471.24,0,0,0.0,True,
67772,48397,1,2025-12-03,10061.62,0,10,2,12,False,False,3,0,10,15,758.348,15.000004435168044,5.0,56457.53,0,0,0.0,True,
68144,32787,12,2025-01-18,34554.62,1,18,5,1,True,False,0,1,9,19,1455.851111111111,0.0,1.0,34554.62,1,1,0.98,True,
68166,35705,3,2025-12-05,17379.95,0,17,3,12,False,False,3,2,10,21,778.787,0.0,3.0,44125.29,0,0,0.03333333333333333,True,
68344,18636,17,2025-07-31,14267.34,0,18,6,7,False,False,1,1,10,17,790.393,0.0,4.0,50267.26,0,0,0.0,True,
68516,49294,18,2025-06-27,6483.33,0,19,3,6,False,False,3,0,10,14,532.9649999999999,15.000055064259993,1.0,6483.33,0,0,0.0,True,
69535,5245,19,2025-07-17,3074.88,0,13,6,7,False,False,1,0,10,13,254.648,15.000072563674625,1.0,3074.88,0,0,0.0,True,
69581,1433,17,2025-07-05,11393.47,0,12,5,7,True,True,1,3,10,14,805.358,1.5638678400589296,4.0,58888.07,0,0,0.006666666666666667,True,
69612,5399,1,2025-09-14,13237.73,0,17,4,9,True,False,3,1,10,16,795.2900000000001,0.0,1.0,13237.73,0,0,0.0,True,
69878,47568,20,2025-04-26,6218.18,0,16,5,4,True,False,1,1,10,17,390.762,14.999964117322005,3.0,43680.31999999999,0,0,0.0,True,
69889,31560,19,2025-02-19,3555.23,0,13,2,2,False,False,2,1,10,14,236.097,0.0,2.0,17211.9,0,0,0.0,True,
69933,25829,13,2025-10-08,6754.38,0,22,2,10,False,False,2,2,10,13,590.113,14.99995319785673,3.0,41910.36,0,0,0.0,True,
70371,42273,19,2025-09-16,2598.47,0,21,0,9,False,False,0,1,10,11,224.926,0.0,3.0,17578.51,0,0,0.0,True,
70383,34056,18,2025-01-29,5549.71,0,19,2,1,False,False,3,0,10,14,429.668,9.99998297208614,3.0,38482.4,0,0,0.0,True,
71513,45187,15,2025-09-28,16951.17,0,20,4,9,True,False,1,1,10,15,1145.918,0.0,5.0,46292.14,0,0,0.24666666666666667,True,
71617,27322,7,2025-05-10,13877.78,0,16,5,5,True,True,0,2,10,15,878.7639999999999,1.382605730538873,2.0,28473.13,0,0,0.006666666666666667,True,
71631,44731,10,2025-10-15,9021.13,0,18,2,10,False,False,0,0,10,17,496.046,0.0,2.0,16598.41,0,0,0.0,True,
71915,25862,17,2025-07-20,13774.91,0,20,4,7,True,True,3,0,10,17,855.077,2.508885993979149,1.0,13774.91,0,0,0.0,True,
72108,36716,11,2025-12-05,12132.77,0,14,3,12,False,False,2,2,10,14,836.7180000000001,0.0,1.0,12132.77,0,0,0.0,True,
72134,35410,20,2025-07-17,4625.53,0,18,6,7,False,False,3,1,10,11,435.931,5.000075477720055,4.0,30501.85,0,0,0.0,True,
73321,964,16,2025-07-08,12232.79,0,21,0,7,False,True,1,0,10,14,888.143,2.373236999402521,2.0,23361.370000000003,0,0,0.0,True,
73633,33472,18,2025-03-11,8253.9,0,14,0,3,False,False,0,2,10,16,494.903,0.0,4.0,43884.05,0,0,0.0,True,
74129,44008,9,2025-06-01,5124.86,0,22,4,6,True,False,2,2,10,18,315.056,14.999982584889954,2.0,15638.329999999998,0,0,0.006666666666666667,True,
74278,5936,17,2025-11-23,10635.01,0,21,4,11,True,True,2,0,10,14,781.5519999999999,11.535520999164586,2.0,15041.92,0,0,0.0,True,
75603,19438,2,2025-11-02,17627.66,0,13,4,11,True,False,3,0,10,16,1174.047,9.999994639107388,2.0,30204.99,0,0,0.3466666666666667,True,
75731,6003,1,2025-12-25,12880.93,0,21,6,12,False,False,2,2,10,17,762.432,0.0,1.0,12880.93,0,0,0.0,True,
75778,36276,17,2025-05-18,8600.43,0,21,4,5,True,True,1,0,10,12,724.162,2.357820300690931,2.0,20990.15,0,0,0.0,True,
75814,49618,15,2025-04-07,16008.63,0,13,1,4,False,False,3,1,10,13,1252.572,9.999976387723033,1.0,16008.63,0,0,0.0,True,
75864,25828,16,2025-06-21,12433.87,0,21,5,6,True,True,1,0,10,14,910.883,4.087416362462671,2.0,17305.9,0,0,0.0,True,
76358,35698,9,2025-12-12,5087.91,0,19,3,12,False,False,2,1,10,17,299.288,0.0,2.0,8569.51,0,0,0.0,True,
76359,35589,17,2025-03-30,8966.98,0,20,4,3,True,True,0,0,10,11,810.5899999999999,2.8555308206906824,3.0,43136.28999999999,0,0,0.0,True,
76605,34003,2,2025-02-28,13821.44,0,13,3,2,False,False,2,2,10,12,1129.042,0.0,5.0,54557.9,0,0,0.03333333333333333,True,
77066,12448,14,2025-12-29,7261.82,0,15,1,12,False,False,2,1,10,15,529.0350000000001,15.000012427207633,3.0,37090.54,0,0,0.0,True,
77137,43175,4,2025-09-05,9383.5,0,20,3,9,False,False,2,0,10,16,560.018,5.00004307225802,2.0,13727.95,0,0,0.0,True,
77613,14364,11,2025-06-05,12590.85,0,11,6,6,False,False,2,1,10,15,821.6389999999999,0.0,5.0,59036.85,0,0,0.006666666666666667,True,
77797,35329,5,2025-11-23,19758.54,1,13,4,11,True,False,2,0,10,18,1046.329,0.0,2.0,46295.18,1,1,0.9066666666666666,True,
77850,28110,3,2025-10-19,10563.67,0,20,4,10,True,False,1,2,10,15,728.4100000000001,0.0,3.0,31297.66,0,0,0.0,True,
77884,39449,15,2025-10-08,17413.48,0,20,2,10,False,False,2,1,10,14,1171.703,0.0,1.0,17413.48,0,0,0.013333333333333334,True,
77885,43208,12,2025-05-14,22203.28,1,18,2,5,False,False,3,1,10,17,1507.721,14.999987940968628,2.0,25832.7,1,1,0.8666666666666667,True,
78248,26984,2,2025-11-30,23529.64,1,16,4,11,True,False,0,0,10,18,1262.103,4.999997880332924,3.0,45179.29,1,1,0.9933333333333333,True,
78249,5488,16,2025-06-30,14685.85,0,16,1,6,False,False,1,2,10,16,895.8149999999999,4.999983019361324,3.0,39688.19,0,0,0.006666666666666667,True,
78320,46858,8,2025-12-16,7973.31,0,12,0,12,False,False,2,0,10,16,494.99799999999993,0.0,2.0,27859.06,0,0,0.0,True,
78496,33934,9,2025-12-14,4857.49,0,9,4,12,True,False,2,2,10,15,351.726,4.999915241307996,3.0,24982.47,0,0,0.006666666666666667,True,
78641,37756,12,2025-06-30,22458.3,1,12,1,6,False,False,0,2,10,16,1522.375,10.0,2.0,35298.04,1,1,0.9733333333333334,True,
78820,20069,4,2025-01-21,7984.67,0,19,0,1,False,True,2,0,10,12,604.925,1.3384636958268188,2.0,27047.300000000003,0,0,0.0,True,
79319,18468,4,2025-04-13,9101.42,0,14,4,4,True,True,2,1,10,15,605.865,5.417258829603487,4.0,39769.86,0,0,0.006666666666666667,True,
79336,39701,13,2025-03-18,8296.28,0,16,0,3,False,False,0,0,10,12,661.3100000000001,0.0,4.0,59392.04,0,0,0.0,True,
79351,29375,16,2025-12-31,11808.88,0,22,2,12,False,False,0,1,10,13,941.472,4.99997043536876,2.0,18745.72,0,0,0.0,True,
79502,8657,6,2025-04-01,12250.52,0,20,0,4,False,False,0,1,10,11,1103.199,4.999991857486471,2.0,24152.5,0,0,0.006666666666666667,True,
80269,41962,19,2025-08-24,3465.44,0,18,4,8,True,False,3,1,10,12,256.728,0.0,3.0,46484.19,0,0,0.0,True,
80297,48542,8,2025-07-14,9980.34,0,16,1,7,False,False,0,0,10,15,613.021,0.0,4.0,38061.79,0,0,0.0,True,
80731,7989,4,2025-11-28,10668.21,0,13,3,11,False,False,3,1,10,16,620.106,0.0,1.0,10668.21,0,0,0.0,True,
80772,2922,6,2025-04-19,16999.01,0,21,5,4,True,False,2,2,10,16,990.807,0.0,1.0,16999.01,0,0,0.013333333333333334,True,
81247,13910,17,2025-05-21,9787.45,0,13,2,5,False,True,0,2,10,13,823.981,12.409509490697236,3.0,29310.41,0,0,0.0,True,
81982,26070,2,2025-05-20,11452.69,0,15,0,5,False,False,1,3,10,12,949.698,5.0000043548734086,5.0,43364.47,0,0,0.02,True,
81996,29893,17,2025-06-14,10911.73,0,20,5,6,True,False,3,2,10,13,844.8149999999999,4.999968004592713,3.0,26310.67,0,0,0.0,True,
82482,26917,19,2025-10-09,5072.64,0,19,6,10,False,False,2,0,10,18,261.511,0.0,2.0,16800.27,0,0,0.0,True,
82984,24368,15,2025-11-11,11433.49,0,18,0,11,False,False,0,1,10,12,1138.608,14.99996487292194,4.0,45636.92,0,0,0.0,True,
83020,26628,9,2025-04-29,4107.08,0,12,0,4,False,False,0,2,9,12,274.0477777777778,0.0,2.0,9149.78,0,0,0.006666666666666667,True,
83041,46958,4,2025-06-12,9896.02,0,14,6,6,False,False,2,0,10,18,545.6279999999999,0.0,4.0,49029.39,0,0,0.013333333333333334,True,
83645,45937,5,2025-06-18,10526.68,0,14,2,6,False,False,1,0,10,11,895.574,0.0,3.0,22697.29,0,0,0.0,True,
83921,48114,3,2025-01-04,13289.0,0,18,5,1,True,False,1,1,10,18,757.1560000000001,0.0,4.0,39827.59,0,0,0.0,True,
84970,19054,20,2025-12-25,7491.09,0,14,6,12,False,False,0,1,10,16,403.405,4.999960052517624,3.0,21409.05,0,0,0.0,True,
85169,42503,9,2025-03-30,5960.66,0,19,4,3,True,False,1,1,10,16,344.592,0.0,2.0,24069.38,0,0,0.0,True,
85321,43713,15,2025-06-28,19774.61,1,19,5,6,True,True,1,0,10,16,1187.87,1.6295689618249003,2.0,25468.36,1,1,0.8333333333333334,True,
85410,48095,1,2025-12-16,12309.42,0,15,0,12,False,False,1,2,10,18,685.9010000000001,0.0,2.0,20490.09,0,0,0.006666666666666667,True,
85550,191,10,2025-06-01,7716.05,0,18,4,6,True,False,2,0,10,16,448.012,0.0,1.0,7716.05,0,0,0.0,True,
85553,27484,3,2025-07-13,12717.01,0,11,4,7,True,False,0,1,10,16,751.409,0.0,1.0,12717.01,0,0,0.0,True,
85591,6443,17,2025-07-28,12415.46,0,21,1,7,False,False,1,2,10,18,688.671,10.00003044589536,3.0,35170.58,0,0,0.013333333333333334,True,
88487,29361,10,2025-12-08,6001.81,0,12,1,12,False,False,0,2,10,13,436.6350000000001,0.0,1.0,6001.81,0,0,0.0,True,
89015,16076,14,2025-06-28,8911.67,0,21,5,6,True,False,1,2,10,18,509.187,5.0,3.0,31090.96,0,0,0.006666666666666667,True,
89560,30907,19,2025-02-21,4312.86,0,14,3,2,False,False,2,1,10,16,249.367,0.0,7.0,49318.81,0,0,0.0,True,
89906,38649,12,2025-02-16,21316.87,1,18,4,2,True,False,1,0,10,15,1381.793,0.0,3.0,47502.54,1,1,0.9866666666666667,True,
90148,24483,10,2025-05-30,6299.3,0,12,3,5,False,False,2,2,10,14,457.0690000000001,5.000064885347591,2.0,12272.63,0,0,0.0,True,
90267,7439,4,2025-08-08,9680.07,0,13,3,8,False,False,1,1,10,16,562.658,5.000036066374495,1.0,9680.07,0,0,0.0,True,
90717,35122,12,2025-05-25,19974.5,1,21,4,5,True,False,0,2,10,12,1541.75,0.0,3.0,37924.45,1,1,0.7466666666666667,True,
91564,2625,12,2025-11-16,14820.5,0,14,4,11,True,False,0,2,10,11,1225.097,0.0,3.0,37918.9,0,0,0.02,True,
91944,10212,17,2025-09-13,15082.37,0,21,5,9,True,True,2,3,10,17,866.5219999999999,3.341495675767339,3.0,32594.24,0,0,0.006666666666666667,True,
92321,33992,17,2025-08-17,10621.31,0,21,4,8,True,True,2,0,10,12,896.082,6.623003784731838,3.0,27006.89,0,0,0.0,True,
92428,109,14,2025-04-18,8306.22,0,14,3,4,False,True,3,1,10,14,625.0559999999999,3.9734062311089313,2.0,33888.17,0,0,0.0,True,
93614,26825,8,2025-09-23,7177.47,0,21,0,9,False,True,2,1,10,15,457.408,0.4536442506912497,3.0,32813.73,0,0,0.006666666666666667,True,
93718,25839,17,2025-05-22,15558.12,0,21,6,5,False,False,1,2,10,19,824.832,5.0000256457602426,5.0,62874.93,0,0,0.04666666666666667,True,
93723,33439,16,2025-12-23,19205.77,1,20,0,12,False,False,0,0,10,20,910.733,0.0,2.0,29805.68,0,0,0.38,True,
95335,32264,15,2025-10-03,19377.94,1,21,3,10,False,False,2,2,10,15,1344.165,5.000023260249629,4.0,43111.27,1,1,0.8733333333333333,True,
95791,36560,9,2025-11-10,4645.55,0,13,1,11,False,False,0,1,10,17,270.879,0.0,3.0,27760.7,0,0,0.0,True,
95816,39483,6,2025-05-10,14438.73,0,21,5,5,True,False,3,1,10,14,1026.426,0.0,1.0,14438.73,0,0,0.0,True,
96048,14875,9,2025-08-09,5610.87,0,21,5,8,True,True,1,0,10,16,349.237,1.5536051820000665,3.0,27378.74,0,0,0.0,True,
96445,4819,1,2025-08-30,8817.85,0,13,5,8,True,False,3,2,9,10,729.781111111111,0.0,1.0,8817.85,0,0,0.0,True,
96761,18454,7,2025-06-12,11511.46,0,19,6,6,False,False,0,1,10,14,792.818,0.0,3.0,37173.45,0,0,0.006666666666666667,True,
96802,35851,19,2025-12-08,2847.57,0,9,1,12,False,False,1,0,10,14,228.419,14.999921643603766,3.0,14717.64,0,0,0.0,True,
97225,32598,14,2025-11-25,8326.31,0,13,0,11,False,False,3,0,10,17,483.676,5.000011980093876,3.0,38540.39,0,0,0.013333333333333334,True,
98084,33073,3,2025-07-17,12488.69,0,18,6,7,False,False,2,0,10,15,790.787,0.0,1.0,12488.69,0,0,0.0,True,
98929,33391,20,2025-07-11,2859.6,0,20,3,7,False,False,0,1,10,11,275.90700000000004,9.999900860202972,1.0,2859.6,0,0,0.0,True,
99071,44089,11,2025-06-22,12414.41,0,21,4,6,True,False,3,0,10,16,873.195,9.99996955150895,3.0,20677.5,0,0,0.0,True,
99440,44334,1,2025-05-30,11548.65,0,19,3,5,False,False,0,0,10,14,798.175,5.000004318688086,1.0,11548.65,0,0,0.0,True,
